number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 100000
environment
	type: CollectPoints
	maze_columns: 5
	maze_rows: 5
	maze_cell_size: 80
	agent_radius: 12
	point_radius: 8
	agent_movement_range: 10.0
	use_sensors: true
	reward_per_collected_positive_point: 500.0
	reward_per_collected_negative_point: -700.0
	number_time_steps: 1000
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 50
	differential_equation: LiHoChow2005
	clipping_range_min: -1.0
	clipping_range_max: 1.0
	set_principle_diagonal_elements_of_W_negative: true
	alpha: 0.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 112
Free Parameters: 3100
Inputs: 10
Outputs: 2

------------------------------------------------------------------------------------------
gen     min           mean          max           best          elapsed time (s)
619     -55.0f0       84.15179f0    250.0f0       192.0f0       1 second135 milliseconds
620     -150.0f0      83.70536f0    265.0f0       192.0f0       1 second41 milliseconds
621     -90.0f0       87.41071f0    350.0f0       192.0f0       1 second140 milliseconds
622     -90.0f0       88.08036f0    320.0f0       192.0f0       1 second35 milliseconds
623     -135.0f0      88.25893f0    300.0f0       192.0f0       1 second146 milliseconds
624     -135.0f0      84.15179f0    370.0f0       192.0f0       1 second65 milliseconds
625     -100.0f0      81.38393f0    365.0f0       192.0f0       1 second154 milliseconds
626     -140.0f0      81.20536f0    225.0f0       192.0f0       1 second150 milliseconds
627     -195.0f0      77.32143f0    290.0f0       192.0f0       1 second46 milliseconds
628     -50.0f0       83.25893f0    315.0f0       192.0f0       1 second136 milliseconds
629     -175.0f0      85.80357f0    300.0f0       192.0f0       1 second39 milliseconds
630     -45.0f0       96.74107f0    375.0f0       192.0f0       1 second148 milliseconds
631     -115.0f0      82.45536f0    290.0f0       192.0f0       1 second55 milliseconds
632     -185.0f0      79.64286f0    325.0f0       192.0f0       1 second172 milliseconds
633     -75.0f0       91.83036f0    375.0f0       192.0f0       1 second143 milliseconds
634     -115.0f0      76.60714f0    325.0f0       192.0f0       1 second41 milliseconds
635     -70.0f0       94.41964f0    325.0f0       192.0f0       1 second131 milliseconds
636     -125.0f0      80.26786f0    275.0f0       192.0f0       1 second34 milliseconds
637     -125.0f0      94.86607f0    405.0f0       192.0f0       1 second148 milliseconds
638     -45.0f0       98.03571f0    390.0f0       192.0f0       1 second68 milliseconds
639     -125.0f0      88.83929f0    270.0f0       192.0f0       1 second162 milliseconds
640     -220.0f0      87.1875f0     275.0f0       192.0f0       1 second145 milliseconds
641     -125.0f0      93.39286f0    350.0f0       192.0f0       1 second39 milliseconds
642     -80.0f0       96.02679f0    340.0f0       192.0f0       1 second128 milliseconds
643     -105.0f0      88.52679f0    290.0f0       192.0f0       1 second43 milliseconds
644     -145.0f0      88.25893f0    300.0f0       192.0f0       1 second150 milliseconds
645     -140.0f0      105.04464f0   325.0f0       192.0f0       1 second58 milliseconds
646     -55.0f0       89.64286f0    425.0f0       192.0f0       1 second181 milliseconds
647     -105.0f0      85.26786f0    275.0f0       192.0f0       1 second145 milliseconds
648     -90.0f0       99.15179f0    250.0f0       192.0f0       1 second48 milliseconds
649     -105.0f0      82.14286f0    305.0f0       192.0f0       1 second133 milliseconds
650     -115.0f0      88.25893f0    325.0f0       192.0f0       1 second37 milliseconds
651     -75.0f0       89.10714f0    300.0f0       192.0f0       1 second149 milliseconds
652     -185.0f0      83.34821f0    315.0f0       192.0f0       1 second65 milliseconds
653     -125.0f0      97.1875f0     325.0f0       192.0f0       1 second157 milliseconds
654     -100.0f0      74.50893f0    415.0f0       192.0f0       1 second140 milliseconds
655     -80.0f0       87.1875f0     340.0f0       192.0f0       1 second56 milliseconds
656     -70.0f0       78.30357f0    315.0f0       192.0f0       1 second139 milliseconds
657     -150.0f0      79.28571f0    270.0f0       192.0f0       1 second35 milliseconds
658     -65.0f0       91.60714f0    350.0f0       192.0f0       1 second151 milliseconds
659     -65.0f0       86.83036f0    325.0f0       192.0f0       1 second68 milliseconds
660     -125.0f0      76.33929f0    280.0f0       192.0f0       1 second155 milliseconds
661     -90.0f0       81.16071f0    400.0f0       192.0f0       1 second145 milliseconds
662     -90.0f0       89.82143f0    390.0f0       192.0f0       1 second43 milliseconds
663     -115.0f0      85.75893f0    350.0f0       192.0f0       1 second136 milliseconds
664     -85.0f0       79.41964f0    300.0f0       192.0f0       1 second43 milliseconds
665     -80.0f0       81.29464f0    300.0f0       192.0f0       1 second150 milliseconds
666     -90.0f0       84.0625f0     340.0f0       192.0f0       1 second62 milliseconds
667     -105.0f0      83.16964f0    265.0f0       192.0f0       1 second155 milliseconds
668     -90.0f0       92.54464f0    355.0f0       192.0f0       1 second138 milliseconds
669     -80.0f0       80.58036f0    350.0f0       192.0f0       1 second44 milliseconds
670     -105.0f0      82.5f0        300.0f0       192.0f0       1 second139 milliseconds
671     -80.0f0       80.53571f0    265.0f0       192.0f0       1 second35 milliseconds
672     -75.0f0       90.49107f0    290.0f0       192.0f0       1 second149 milliseconds
673     -105.0f0      81.91964f0    325.0f0       192.0f0       1 second61 milliseconds
674     -65.0f0       83.57143f0    275.0f0       192.0f0       1 second157 milliseconds
675     -90.0f0       79.59821f0    225.0f0       192.0f0       1 second143 milliseconds
676     -85.0f0       92.99107f0    290.0f0       192.0f0       1 second43 milliseconds
677     -65.0f0       83.75f0       300.0f0       192.0f0       1 second135 milliseconds
678     -100.0f0      91.60714f0    325.0f0       192.0f0       1 second45 milliseconds
679     -70.0f0       100.3125f0    300.0f0       192.0f0       1 second155 milliseconds
680     -80.0f0       83.03571f0    315.0f0       192.0f0       1 second67 milliseconds
681     -75.0f0       88.16964f0    350.0f0       192.0f0       1 second158 milliseconds
682     -160.0f0      82.1875f0     340.0f0       192.0f0       1 second139 milliseconds
683     -90.0f0       83.30357f0    290.0f0       192.0f0       1 second43 milliseconds
684     -70.0f0       88.4375f0     265.0f0       192.0f0       1 second140 milliseconds
685     -120.0f0      95.66964f0    375.0f0       192.0f0       1 second63 milliseconds
686     -90.0f0       87.54464f0    365.0f0       192.0f0       1 second160 milliseconds
687     -170.0f0      92.05357f0    230.0f0       192.0f0       1 second67 milliseconds
688     -105.0f0      92.67857f0    325.0f0       192.0f0       1 second152 milliseconds
689     -55.0f0       80.22321f0    225.0f0       192.0f0       1 second137 milliseconds
690     -150.0f0      88.4375f0     290.0f0       192.0f0       1 second43 milliseconds
691     -70.0f0       94.19643f0    325.0f0       192.0f0       1 second139 milliseconds
692     -105.0f0      78.48214f0    340.0f0       192.0f0       1 second36 milliseconds
693     -115.0f0      86.38393f0    275.0f0       203.0f0       1 second160 milliseconds
694     -55.0f0       98.16964f0    300.0f0       203.0f0       1 second63 milliseconds
695     -70.0f0       98.4375f0     325.0f0       203.0f0       1 second156 milliseconds
696     -45.0f0       93.03571f0    325.0f0       203.0f0       1 second143 milliseconds
697     -170.0f0      91.5625f0     405.0f0       203.0f0       1 second51 milliseconds
698     -90.0f0       84.86607f0    300.0f0       203.0f0       1 second140 milliseconds
699     -80.0f0       90.3125f0     300.0f0       203.0f0       1 second59 milliseconds
700     -185.0f0      95.17857f0    405.0f0       203.0f0       1 second149 milliseconds
701     -105.0f0      85.9375f0     275.0f0       203.0f0       1 second61 milliseconds
702     -80.0f0       88.75f0       355.0f0       203.0f0       1 second160 milliseconds
703     -80.0f0       90.98214f0    300.0f0       203.0f0       1 second140 milliseconds
704     -105.0f0      76.02679f0    225.0f0       203.0f0       1 second46 milliseconds
705     -140.0f0      88.30357f0    305.0f0       203.0f0       1 second129 milliseconds
706     -70.0f0       91.51786f0    375.0f0       203.0f0       1 second32 milliseconds
707     -110.0f0      92.14286f0    325.0f0       203.0f0       1 second150 milliseconds
708     -115.0f0      85.13393f0    265.0f0       203.0f0       1 second56 milliseconds
709     -125.0f0      99.82143f0    355.0f0       203.0f0       1 second152 milliseconds
710     -45.0f0       100.3125f0    330.0f0       203.0f0       1 second145 milliseconds
711     -65.0f0       82.05357f0    225.0f0       203.0f0       1 second44 milliseconds
712     -75.0f0       90.9375f0     365.0f0       203.0f0       1 second130 milliseconds
713     -55.0f0       99.46429f0    330.0f0       203.0f0       1 second55 milliseconds
714     -45.0f0       95.08929f0    315.0f0       203.0f0       1 second158 milliseconds
715     -100.0f0      99.86607f0    275.0f0       203.0f0       1 second57 milliseconds
716     -80.0f0       101.42857f0   315.0f0       203.0f0       1 second164 milliseconds
717     -70.0f0       94.46429f0    480.0f0       203.0f0       1 second139 milliseconds
718     -90.0f0       84.46429f0    240.0f0       203.0f0       1 second43 milliseconds
719     -170.0f0      90.66964f0    315.0f0       203.0f0       1 second130 milliseconds
720     -135.0f0      86.38393f0    350.0f0       203.0f0       1 second35 milliseconds
721     -105.0f0      113.57143f0   350.0f0       203.0f0       1 second160 milliseconds
722     -70.0f0       103.66071f0   325.0f0       203.0f0       1 second66 milliseconds
723     -150.0f0      97.85714f0    350.0f0       203.0f0       1 second152 milliseconds
724     -80.0f0       104.46429f0   400.0f0       203.0f0       1 second146 milliseconds
725     -100.0f0      92.23214f0    300.0f0       203.0f0       1 second53 milliseconds
726     -80.0f0       95.17857f0    325.0f0       203.0f0       1 second134 milliseconds
727     -125.0f0      90.40179f0    325.0f0       203.0f0       1 second37 milliseconds
728     -65.0f0       85.22321f0    250.0f0       203.0f0       1 second159 milliseconds
729     -160.0f0      98.08036f0    365.0f0       203.0f0       1 second64 milliseconds
730     -55.0f0       83.03571f0    390.0f0       203.0f0       1 second173 milliseconds
731     -90.0f0       73.03571f0    250.0f0       203.0f0       1 second139 milliseconds
732     -90.0f0       87.63393f0    265.0f0       203.0f0       1 second43 milliseconds
733     -100.0f0      81.5625f0     325.0f0       203.0f0       1 second138 milliseconds
734     -90.0f0       88.79464f0    250.0f0       203.0f0       1 second34 milliseconds
735     -100.0f0      82.09821f0    240.0f0       203.0f0       1 second156 milliseconds
736     -55.0f0       81.51786f0    275.0f0       203.0f0       1 second57 milliseconds
737     -85.0f0       93.97321f0    325.0f0       203.0f0       1 second189 milliseconds
738     -45.0f0       84.10714f0    325.0f0       203.0f0       1 second143 milliseconds
739     -115.0f0      78.61607f0    240.0f0       203.0f0       1 second49 milliseconds
740     -75.0f0       84.59821f0    315.0f0       203.0f0       1 second131 milliseconds
741     -120.0f0      91.25f0       400.0f0       203.0f0       1 second38 milliseconds
742     -55.0f0       93.52679f0    325.0f0       203.0f0       1 second149 milliseconds
743     -125.0f0      79.95536f0    325.0f0       203.0f0       1 second58 milliseconds
744     -140.0f0      77.09821f0    325.0f0       203.0f0       1 second168 milliseconds
745     -90.0f0       88.25893f0    275.0f0       203.0f0       1 second142 milliseconds
746     -80.0f0       91.25f0       275.0f0       203.0f0       1 second39 milliseconds
747     -105.0f0      82.76786f0    275.0f0       203.0f0       1 second131 milliseconds
748     -90.0f0       90.89286f0    290.0f0       203.0f0       1 second34 milliseconds
749     -110.0f0      109.59821f0   315.0f0       203.0f0       1 second149 milliseconds
750     -70.0f0       84.6875f0     350.0f0       203.0f0       1 second59 milliseconds
751     -65.0f0       92.5f0        400.0f0       203.0f0       1 second173 milliseconds
752     -125.0f0      77.00893f0    290.0f0       203.0f0       1 second137 milliseconds
753     -70.0f0       80.08929f0    325.0f0       203.0f0       1 second44 milliseconds
754     -120.0f0      90.58036f0    315.0f0       203.0f0       1 second139 milliseconds
755     -185.0f0      88.25893f0    290.0f0       203.0f0       1 second34 milliseconds
756     -75.0f0       86.42857f0    340.0f0       203.0f0       1 second156 milliseconds
757     -50.0f0       103.57143f0   290.0f0       203.0f0       1 second62 milliseconds
758     -70.0f0       91.20536f0    275.0f0       203.0f0       1 second181 milliseconds
759     -80.0f0       93.08036f0    290.0f0       203.0f0       1 second142 milliseconds
760     -70.0f0       97.09821f0    275.0f0       203.0f0       1 second52 milliseconds
761     -100.0f0      91.78571f0    290.0f0       203.0f0       1 second136 milliseconds
762     -65.0f0       97.99107f0    350.0f0       203.0f0       1 second37 milliseconds
763     -80.0f0       89.95536f0    325.0f0       203.0f0       1 second153 milliseconds
764     -90.0f0       89.46429f0    305.0f0       203.0f0       1 second67 milliseconds
765     -140.0f0      88.4375f0     355.0f0       203.0f0       1 second156 milliseconds
766     -90.0f0       92.72321f0    275.0f0       203.0f0       1 second153 milliseconds
767     -100.0f0      91.74107f0    500.0f0       203.0f0       1 second46 milliseconds
768     -150.0f0      85.22321f0    330.0f0       203.0f0       1 second132 milliseconds
769     -140.0f0      88.57143f0    315.0f0       203.0f0       1 second36 milliseconds
770     -70.0f0       91.29464f0    280.0f0       203.0f0       1 second153 milliseconds
771     -90.0f0       86.74107f0    350.0f0       203.0f0       1 second60 milliseconds
772     -125.0f0      90.625f0      315.0f0       203.0f0       1 second153 milliseconds
773     -90.0f0       72.14286f0    275.0f0       203.0f0       1 second148 milliseconds
774     -90.0f0       82.99107f0    325.0f0       203.0f0       1 second51 milliseconds
775     -125.0f0      99.6875f0     350.0f0       203.0f0       1 second133 milliseconds
776     -100.0f0      77.5f0        275.0f0       203.0f0       1 second39 milliseconds
777     -160.0f0      81.83036f0    365.0f0       203.0f0       1 second156 milliseconds
778     -65.0f0       105.98214f0   350.0f0       203.0f0       1 second60 milliseconds
779     -80.0f0       95.66964f0    325.0f0       203.0f0       1 second170 milliseconds
780     -150.0f0      90.13393f0    325.0f0       203.0f0       1 second134 milliseconds
781     -100.0f0      91.38393f0    290.0f0       203.0f0       1 second46 milliseconds
782     -55.0f0       96.83036f0    340.0f0       203.0f0       1 second131 milliseconds
783     -70.0f0       93.66071f0    315.0f0       203.0f0       1 second47 milliseconds
784     -55.0f0       94.19643f0    325.0f0       203.0f0       1 second157 milliseconds
785     -125.0f0      81.42857f0    325.0f0       203.0f0       1 second68 milliseconds
786     -105.0f0      95.58036f0    325.0f0       203.0f0       1 second164 milliseconds
787     -115.0f0      100.66964f0   400.0f0       203.0f0       1 second136 milliseconds
788     -100.0f0      85.13393f0    350.0f0       203.0f0       1 second40 milliseconds
789     -110.0f0      79.01786f0    375.0f0       203.0f0       1 second133 milliseconds
790     -65.0f0       85.0f0        315.0f0       203.0f0       1 second38 milliseconds
791     -135.0f0      92.27679f0    325.0f0       203.0f0       1 second163 milliseconds
792     -100.0f0      95.84821f0    315.0f0       203.0f0       1 second60 milliseconds
793     -75.0f0       80.44643f0    275.0f0       203.0f0       1 second155 milliseconds
794     -70.0f0       96.83036f0    305.0f0       203.0f0       1 second142 milliseconds
795     -65.0f0       88.39286f0    440.0f0       203.0f0       1 second50 milliseconds
796     -80.0f0       91.42857f0    300.0f0       203.0f0       1 second140 milliseconds
797     -90.0f0       109.0625f0    290.0f0       203.0f0       1 second33 milliseconds
798     -90.0f0       106.60714f0   340.0f0       203.0f0       1 second154 milliseconds
799     -115.0f0      94.50893f0    415.0f0       203.0f0       1 second65 milliseconds
800     -90.0f0       88.48214f0    315.0f0       203.0f0       1 second164 milliseconds
801     -110.0f0      75.3125f0     240.0f0       203.0f0       1 second142 milliseconds
802     -125.0f0      89.6875f0     300.0f0       203.0f0       1 second45 milliseconds
803     -80.0f0       88.79464f0    325.0f0       203.0f0       1 second130 milliseconds
804     -80.0f0       100.35714f0   305.0f0       203.0f0       1 second40 milliseconds
805     -70.0f0       79.24107f0    280.0f0       203.0f0       1 second147 milliseconds
806     -45.0f0       88.48214f0    315.0f0       203.0f0       1 second62 milliseconds
807     -40.0f0       90.40179f0    275.0f0       203.0f0       1 second156 milliseconds
808     -85.0f0       102.99107f0   325.0f0       203.0f0       1 second137 milliseconds
809     -90.0f0       90.13393f0    250.0f0       203.0f0       1 second43 milliseconds
810     -55.0f0       73.03571f0    240.0f0       203.0f0       1 second144 milliseconds
811     -70.0f0       77.76786f0    240.0f0       203.0f0       1 second43 milliseconds
812     -105.0f0      96.74107f0    455.0f0       203.0f0       1 second157 milliseconds
813     -50.0f0       87.54464f0    270.0f0       203.0f0       1 second56 milliseconds
814     -140.0f0      75.17857f0    390.0f0       203.0f0       1 second150 milliseconds
815     -65.0f0       79.82143f0    255.0f0       203.0f0       1 second142 milliseconds
816     -55.0f0       79.55357f0    275.0f0       203.0f0       1 second40 milliseconds
817     -65.0f0       85.0f0        365.0f0       203.0f0       1 second151 milliseconds
818     -80.0f0       96.33929f0    365.0f0       203.0f0       1 second38 milliseconds
819     -150.0f0      82.32143f0    290.0f0       203.0f0       1 second147 milliseconds
820     -45.0f0       98.125f0      300.0f0       203.0f0       1 second59 milliseconds
821     -80.0f0       79.46429f0    350.0f0       203.0f0       1 second157 milliseconds
822     -65.0f0       74.24107f0    290.0f0       203.0f0       1 second139 milliseconds
823     -45.0f0       100.66964f0   305.0f0       203.0f0       1 second46 milliseconds
824     -90.0f0       86.20536f0    315.0f0       203.0f0       1 second127 milliseconds
825     -105.0f0      84.82143f0    290.0f0       203.0f0       1 second49 milliseconds
826     -70.0f0       77.90179f0    300.0f0       203.0f0       1 second154 milliseconds
827     -80.0f0       92.94643f0    330.0f0       203.0f0       1 second67 milliseconds
828     -75.0f0       93.57143f0    275.0f0       203.0f0       1 second153 milliseconds
829     -65.0f0       89.24107f0    375.0f0       203.0f0       1 second145 milliseconds
830     -25.0f0       92.85714f0    305.0f0       203.0f0       1 second50 milliseconds
831     -90.0f0       90.04464f0    325.0f0       203.0f0       1 second128 milliseconds
832     -45.0f0       100.04464f0   290.0f0       203.0f0       1 second53 milliseconds
833     -70.0f0       93.70536f0    350.0f0       203.0f0       1 second153 milliseconds
834     -90.0f0       86.42857f0    300.0f0       203.0f0       1 second60 milliseconds
835     -45.0f0       96.78571f0    290.0f0       203.0f0       1 second157 milliseconds
836     -75.0f0       88.75f0       275.0f0       203.0f0       1 second142 milliseconds
837     -65.0f0       90.53571f0    300.0f0       203.0f0       1 second43 milliseconds
838     -65.0f0       91.16071f0    325.0f0       203.0f0       1 second139 milliseconds
839     -80.0f0       82.14286f0    315.0f0       203.0f0       1 second41 milliseconds
840     -105.0f0      102.1875f0    265.0f0       203.0f0       1 second163 milliseconds
841     -65.0f0       93.21429f0    365.0f0       203.0f0       1 second63 milliseconds
842     -80.0f0       94.33036f0    365.0f0       203.0f0       1 second153 milliseconds
843     -160.0f0      93.75f0       350.0f0       203.0f0       1 second145 milliseconds
844     -80.0f0       94.15179f0    280.0f0       203.0f0       1 second44 milliseconds
845     -105.0f0      93.66071f0    325.0f0       203.0f0       1 second140 milliseconds
846     -55.0f0       100.26786f0   265.0f0       203.0f0       1 second43 milliseconds
847     -55.0f0       89.64286f0    350.0f0       203.0f0       1 second144 milliseconds
848     -150.0f0      107.32143f0   290.0f0       203.0f0       1 second58 milliseconds
849     -105.0f0      95.80357f0    440.0f0       203.0f0       1 second162 milliseconds
850     -125.0f0      93.88393f0    305.0f0       203.0f0       1 second137 milliseconds
851     -45.0f0       104.01786f0   300.0f0       203.0f0       1 second52 milliseconds
852     -55.0f0       99.41964f0    275.0f0       203.0f0       1 second149 milliseconds
853     -55.0f0       93.83929f0    340.0f0       203.0f0       1 second37 milliseconds
854     -90.0f0       96.96429f0    325.0f0       203.0f0       1 second150 milliseconds
855     -120.0f0      101.83036f0   315.0f0       203.0f0       1 second57 milliseconds
856     -80.0f0       93.57143f0    300.0f0       203.0f0       1 second153 milliseconds
857     -100.0f0      99.6875f0     280.0f0       203.0f0       1 second137 milliseconds
858     -45.0f0       103.30357f0   300.0f0       203.0f0       1 second46 milliseconds
859     -45.0f0       109.24107f0   290.0f0       203.0f0       1 second126 milliseconds
860     -75.0f0       94.46429f0    350.0f0       203.0f0       1 second41 milliseconds
861     -90.0f0       102.8125f0    325.0f0       203.0f0       1 second149 milliseconds
862     -80.0f0       97.32143f0    300.0f0       203.0f0       1 second67 milliseconds
863     -90.0f0       103.30357f0   290.0f0       203.0f0       1 second155 milliseconds
864     -40.0f0       98.70536f0    290.0f0       203.0f0       1 second138 milliseconds
865     -95.0f0       88.4375f0     330.0f0       203.0f0       1 second54 milliseconds
866     -40.0f0       109.64286f0   300.0f0       203.0f0       1 second132 milliseconds
867     -55.0f0       108.88393f0   440.0f0       203.0f0       1 second37 milliseconds
868     -90.0f0       85.40179f0    300.0f0       203.0f0       1 second149 milliseconds
869     -45.0f0       99.10714f0    290.0f0       203.0f0       1 second65 milliseconds
870     -80.0f0       106.74107f0   325.0f0       203.0f0       1 second153 milliseconds
871     -80.0f0       111.25f0      295.0f0       203.0f0       1 second138 milliseconds
872     -145.0f0      96.07143f0    355.0f0       203.0f0       1 second44 milliseconds
873     -70.0f0       99.95536f0    390.0f0       203.0f0       1 second135 milliseconds
874     -105.0f0      103.97321f0   475.0f0       203.0f0       1 second32 milliseconds
875     -100.0f0      106.02679f0   340.0f0       203.0f0       1 second150 milliseconds
876     -80.0f0       100.625f0     395.0f0       203.0f0       1 second57 milliseconds
877     -20.0f0       111.02679f0   340.0f0       203.0f0       1 second165 milliseconds
878     -35.0f0       95.04464f0    350.0f0       203.0f0       1 second158 milliseconds
879     -150.0f0      99.73214f0    300.0f0       203.0f0       1 second53 milliseconds
880     -55.0f0       101.74107f0   315.0f0       203.0f0       1 second136 milliseconds
881     -125.0f0      89.15179f0    325.0f0       203.0f0       1 second37 milliseconds
882     -90.0f0       110.13393f0   305.0f0       203.0f0       1 second146 milliseconds
883     -125.0f0      113.4375f0    340.0f0       203.0f0       1 second55 milliseconds
884     -70.0f0       107.14286f0   340.0f0       203.0f0       1 second154 milliseconds
885     -90.0f0       107.05357f0   365.0f0       203.0f0       1 second145 milliseconds
886     -90.0f0       108.97321f0   300.0f0       203.0f0       1 second53 milliseconds
887     -40.0f0       109.10714f0   325.0f0       203.0f0       1 second133 milliseconds
888     -115.0f0      106.29464f0   300.0f0       203.0f0       1 second40 milliseconds
889     -180.0f0      106.29464f0   340.0f0       203.0f0       1 second146 milliseconds
890     -50.0f0       115.75893f0   300.0f0       203.0f0       1 second67 milliseconds
891     -80.0f0       99.95536f0    280.0f0       203.0f0       1 second154 milliseconds
892     -90.0f0       102.8125f0    325.0f0       203.0f0       1 second161 milliseconds
893     -85.0f0       118.25893f0   365.0f0       203.0f0       1 second43 milliseconds
894     -80.0f0       104.73214f0   375.0f0       203.0f0       1 second137 milliseconds
895     -80.0f0       99.91071f0    325.0f0       203.0f0       1 second46 milliseconds
896     -90.0f0       94.64286f0    250.0f0       203.0f0       1 second148 milliseconds
897     -120.0f0      104.91071f0   400.0f0       203.0f0       1 second57 milliseconds
898     -45.0f0       111.02679f0   300.0f0       203.0f0       1 second158 milliseconds
899     -80.0f0       100.0f0       325.0f0       203.0f0       1 second149 milliseconds
900     -160.0f0      104.33036f0   325.0f0       203.0f0       1 second51 milliseconds
901     -75.0f0       114.46429f0   345.0f0       203.0f0       1 second133 milliseconds
902     -70.0f0       98.92857f0    305.0f0       203.0f0       1 second36 milliseconds
903     -90.0f0       103.75f0      415.0f0       203.0f0       1 second150 milliseconds
904     -70.0f0       111.5625f0    305.0f0       203.0f0       1 second58 milliseconds
905     -100.0f0      101.20536f0   265.0f0       203.0f0       1 second166 milliseconds
906     -100.0f0      96.25f0       295.0f0       203.0f0       1 second151 milliseconds
907     -140.0f0      103.34821f0   315.0f0       203.0f0       1 second46 milliseconds
908     -45.0f0       99.6875f0     275.0f0       203.0f0       1 second133 milliseconds
909     -55.0f0       102.14286f0   390.0f0       203.0f0       1 second35 milliseconds
910     -75.0f0       100.89286f0   340.0f0       203.0f0       1 second148 milliseconds
911     -45.0f0       104.86607f0   325.0f0       203.0f0       1 second65 milliseconds
912     -90.0f0       109.19643f0   375.0f0       203.0f0       1 second172 milliseconds
913     -80.0f0       112.32143f0   390.0f0       203.0f0       1 second143 milliseconds
914     -65.0f0       111.5625f0    425.0f0       203.0f0       1 second48 milliseconds
915     -80.0f0       104.55357f0   340.0f0       203.0f0       1 second126 milliseconds
916     -55.0f0       108.25893f0   425.0f0       203.0f0       1 second36 milliseconds
917     -105.0f0      101.33929f0   290.0f0       203.0f0       1 second162 milliseconds
918     -70.0f0       111.07143f0   300.0f0       203.0f0       1 second68 milliseconds
919     -55.0f0       111.11607f0   300.0f0       203.0f0       1 second173 milliseconds
920     -150.0f0      102.8125f0    300.0f0       203.0f0       1 second140 milliseconds
921     -45.0f0       115.44643f0   390.0f0       203.0f0       1 second40 milliseconds
922     -145.0f0      99.82143f0    365.0f0       203.0f0       1 second140 milliseconds
923     -90.0f0       108.34821f0   265.0f0       203.0f0       1 second44 milliseconds
924     -150.0f0      115.84821f0   400.0f0       203.0f0       1 second157 milliseconds
925     -90.0f0       100.0f0       325.0f0       203.0f0       1 second61 milliseconds
926     -115.0f0      90.89286f0    340.0f0       203.0f0       1 second178 milliseconds
927     -105.0f0      100.9375f0    330.0f0       203.0f0       1 second149 milliseconds
928     -45.0f0       102.00893f0   350.0f0       203.0f0       1 second44 milliseconds
929     -75.0f0       94.55357f0    265.0f0       203.0f0       1 second130 milliseconds
930     -75.0f0       90.22321f0    365.0f0       203.0f0       1 second40 milliseconds
931     -90.0f0       103.92857f0   515.0f0       203.0f0       1 second147 milliseconds
932     -55.0f0       94.86607f0    265.0f0       203.0f0       1 second58 milliseconds
933     -80.0f0       104.50893f0   300.0f0       203.0f0       1 second152 milliseconds
934     -45.0f0       96.78571f0    290.0f0       203.0f0       1 second145 milliseconds
935     -65.0f0       108.21429f0   325.0f0       203.0f0       1 second46 milliseconds
936     -85.0f0       89.82143f0    250.0f0       203.0f0       1 second139 milliseconds
937     -115.0f0      106.83036f0   425.0f0       203.0f0       1 second44 milliseconds
938     -90.0f0       112.05357f0   465.0f0       203.0f0       1 second162 milliseconds
939     -80.0f0       107.1875f0    415.0f0       203.0f0       1 second60 milliseconds
940     -115.0f0      115.9375f0    300.0f0       203.0f0       1 second153 milliseconds
941     -110.0f0      88.92857f0    265.0f0       203.0f0       1 second149 milliseconds
942     -40.0f0       110.04464f0   375.0f0       203.0f0       1 second45 milliseconds
943     -105.0f0      92.36607f0    365.0f0       203.0f0       1 second130 milliseconds
944     -65.0f0       95.66964f0    305.0f0       203.0f0       1 second37 milliseconds
945     -55.0f0       100.58036f0   300.0f0       203.0f0       1 second146 milliseconds
946     -90.0f0       103.125f0     415.0f0       203.0f0       1 second68 milliseconds
947     -160.0f0      99.55357f0    350.0f0       203.0f0       1 second156 milliseconds
948     -40.0f0       104.50893f0   325.0f0       203.0f0       1 second137 milliseconds
949     -115.0f0      102.8125f0    280.0f0       203.0f0       1 second51 milliseconds
950     -40.0f0       115.98214f0   515.0f0       203.0f0       1 second128 milliseconds
951     -65.0f0       109.41964f0   340.0f0       203.0f0       1 second46 milliseconds
952     -45.0f0       115.625f0     350.0f0       203.0f0       1 second152 milliseconds
953     -150.0f0      102.00893f0   340.0f0       203.0f0       1 second59 milliseconds
954     -70.0f0       111.5625f0    355.0f0       203.0f0       1 second169 milliseconds
955     -45.0f0       95.66964f0    300.0f0       203.0f0       1 second138 milliseconds
956     -90.0f0       98.21429f0    295.0f0       203.0f0       1 second43 milliseconds
957     -55.0f0       106.60714f0   345.0f0       203.0f0       1 second137 milliseconds
958     -45.0f0       110.58036f0   375.0f0       203.0f0       1 second38 milliseconds
959     -45.0f0       113.75f0      340.0f0       203.0f0       1 second158 milliseconds
960     -90.0f0       107.94643f0   325.0f0       203.0f0       1 second59 milliseconds
961     -80.0f0       111.25f0      425.0f0       203.0f0       1 second161 milliseconds
962     -55.0f0       111.16071f0   355.0f0       203.0f0       1 second140 milliseconds
963     -55.0f0       98.34821f0    275.0f0       203.0f0       1 second51 milliseconds
964     -80.0f0       100.26786f0   340.0f0       203.0f0       1 second139 milliseconds
965     -45.0f0       101.60714f0   400.0f0       203.0f0       1 second42 milliseconds
966     -105.0f0      115.71429f0   315.0f0       203.0f0       1 second145 milliseconds
967     -70.0f0       110.98214f0   315.0f0       203.0f0       1 second78 milliseconds
