number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 100000
environment
	type: CollectPoints
	maze_columns: 5
	maze_rows: 5
	maze_cell_size: 80
	agent_radius: 12
	point_radius: 8
	agent_movement_range: 10.0
	use_sensors: true
	reward_per_collected_positive_point: 500.0
	reward_per_collected_negative_point: -700.0
	number_time_steps: 1000
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 50
	differential_equation: original
	clipping_range_min: -1.0
	clipping_range_max: 1.0
	set_principle_diagonal_elements_of_W_negative: true
	alpha: 0.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 112
Free Parameters: 3100
Inputs: 10
Outputs: 2

------------------------------------------------------------------------------------------
gen     min           mean          max           best          elapsed time (s)
66      -150.0f0      -8.75f0       115.0f0       71.0f0        1 second875 milliseconds
67      -140.0f0      -0.84821427f0 155.0f0       71.0f0        1 second878 milliseconds
68      -150.0f0      -6.473214f0   100.0f0       71.0f0        1 second876 milliseconds
69      -175.0f0      -6.785714f0   125.0f0       71.0f0        1 second875 milliseconds
70      -185.0f0      -12.589286f0  200.0f0       71.0f0        1 second879 milliseconds
71      -140.0f0      1.875f0       150.0f0       71.0f0        1 second875 milliseconds
72      -185.0f0      -3.9285715f0  100.0f0       71.0f0        1 second884 milliseconds
73      -325.0f0      -4.375f0      125.0f0       71.0f0        1 second879 milliseconds
74      -150.0f0      -0.58035713f0 175.0f0       71.0f0        1 second894 milliseconds
75      -125.0f0      6.026786f0    150.0f0       71.0f0        1 second878 milliseconds
76      -175.0f0      -16.5625f0    175.0f0       71.0f0        1 second883 milliseconds
77      -175.0f0      -8.973214f0   175.0f0       71.0f0        1 second898 milliseconds
78      -220.0f0      -5.401786f0   165.0f0       71.0f0        1 second881 milliseconds
79      -210.0f0      3.5714285f0   175.0f0       71.0f0        1 second889 milliseconds
80      -140.0f0      -9.866072f0   140.0f0       71.0f0        1 second883 milliseconds
81      -185.0f0      0.8035714f0   150.0f0       71.0f0        1 second888 milliseconds
82      -125.0f0      6.875f0       140.0f0       132.0f0       1 second882 milliseconds
83      -140.0f0      3.392857f0    150.0f0       132.0f0       1 second881 milliseconds
84      -185.0f0      0.84821427f0  125.0f0       132.0f0       1 second881 milliseconds
85      -140.0f0      7.946429f0    190.0f0       132.0f0       1 second874 milliseconds
86      -175.0f0      0.26785713f0  140.0f0       132.0f0       1 second884 milliseconds
87      -140.0f0      -1.1160715f0  125.0f0       132.0f0       1 second895 milliseconds
88      -210.0f0      -5.178571f0   200.0f0       132.0f0       1 second883 milliseconds
89      -115.0f0      8.616072f0    215.0f0       132.0f0       1 second894 milliseconds
90      -125.0f0      2.1875f0      140.0f0       132.0f0       1 second885 milliseconds
91      -210.0f0      -2.6339285f0  190.0f0       132.0f0       1 second882 milliseconds
92      -210.0f0      -0.7589286f0  130.0f0       132.0f0       1 second893 milliseconds
93      -125.0f0      3.794643f0    130.0f0       132.0f0       1 second878 milliseconds
94      -245.0f0      0.7589286f0   125.0f0       132.0f0       1 second877 milliseconds
95      -125.0f0      6.026786f0    150.0f0       132.0f0       1 second878 milliseconds
96      -175.0f0      -3.75f0       165.0f0       132.0f0       1 second891 milliseconds
97      -230.0f0      -1.9196428f0  190.0f0       132.0f0       1 second879 milliseconds
98      -185.0f0      -8.080358f0   140.0f0       132.0f0       1 second879 milliseconds
99      -160.0f0      -5.178571f0   170.0f0       132.0f0       1 second879 milliseconds
100     -170.0f0      1.0267857f0   145.0f0       132.0f0       1 second890 milliseconds
101     -195.0f0      0.71428573f0  190.0f0       132.0f0       1 second888 milliseconds
102     -120.0f0      3.8839285f0   140.0f0       132.0f0       1 second881 milliseconds
103     -210.0f0      7.857143f0    150.0f0       132.0f0       1 second889 milliseconds
104     -160.0f0      -0.35714287f0 150.0f0       132.0f0       1 second886 milliseconds
105     -150.0f0      1.8303572f0   150.0f0       132.0f0       1 second877 milliseconds
106     -195.0f0      -0.35714287f0 130.0f0       132.0f0       1 second894 milliseconds
107     -175.0f0      7.767857f0    175.0f0       132.0f0       1 second882 milliseconds
108     -175.0f0      3.9732144f0   125.0f0       132.0f0       1 second885 milliseconds
109     -140.0f0      -2.0535715f0  150.0f0       132.0f0       1 second894 milliseconds
110     -170.0f0      3.6607144f0   150.0f0       132.0f0       1 second889 milliseconds
111     -240.0f0      3.3035715f0   200.0f0       132.0f0       1 second874 milliseconds
112     -150.0f0      -2.6339285f0  150.0f0       132.0f0       1 second890 milliseconds
113     -135.0f0      -5.223214f0   175.0f0       132.0f0       1 second905 milliseconds
114     -185.0f0      3.9285715f0   190.0f0       132.0f0       1 second885 milliseconds
115     -195.0f0      -9.955358f0   125.0f0       132.0f0       1 second889 milliseconds
116     -160.0f0      12.857142f0   200.0f0       132.0f0       1 second885 milliseconds
117     -185.0f0      -10.580358f0  115.0f0       132.0f0       1 second878 milliseconds
118     -105.0f0      -0.26785713f0 195.0f0       132.0f0       1 second890 milliseconds
119     -160.0f0      -1.8303572f0  165.0f0       132.0f0       1 second882 milliseconds
120     -175.0f0      10.044642f0   190.0f0       132.0f0       1 second876 milliseconds
121     -140.0f0      8.660714f0    175.0f0       132.0f0       1 second888 milliseconds
122     -185.0f0      8.839286f0    125.0f0       132.0f0       1 second889 milliseconds
123     -115.0f0      -1.9196428f0  175.0f0       132.0f0       1 second878 milliseconds
124     -150.0f0      7.589286f0    150.0f0       132.0f0       1 second891 milliseconds
125     -110.0f0      6.25f0        175.0f0       132.0f0       1 second887 milliseconds
126     -175.0f0      2.9464285f0   155.0f0       132.0f0       1 second879 milliseconds
127     -175.0f0      4.017857f0    150.0f0       132.0f0       1 second878 milliseconds
128     -150.0f0      6.830357f0    140.0f0       132.0f0       1 second884 milliseconds
129     -175.0f0      11.964286f0   140.0f0       132.0f0       1 second887 milliseconds
130     -140.0f0      7.455357f0    180.0f0       132.0f0       1 second883 milliseconds
131     -220.0f0      11.071428f0   190.0f0       132.0f0       1 second894 milliseconds
132     -140.0f0      12.276786f0   175.0f0       132.0f0       1 second890 milliseconds
133     -125.0f0      10.044642f0   165.0f0       132.0f0       1 second880 milliseconds
134     -140.0f0      9.955358f0    150.0f0       132.0f0       1 second881 milliseconds
135     -175.0f0      3.8839285f0   140.0f0       132.0f0       1 second879 milliseconds
136     -150.0f0      9.285714f0    140.0f0       132.0f0       1 second882 milliseconds
137     -115.0f0      6.830357f0    175.0f0       132.0f0       1 second880 milliseconds
138     -160.0f0      12.8125f0     150.0f0       132.0f0       1 second900 milliseconds
139     -105.0f0      14.419642f0   175.0f0       132.0f0       1 second882 milliseconds
140     -185.0f0      7.901786f0    215.0f0       132.0f0       1 second875 milliseconds
141     -115.0f0      23.392857f0   230.0f0       132.0f0       1 second889 milliseconds
142     -195.0f0      2.0089285f0   115.0f0       132.0f0       1 second879 milliseconds
143     -150.0f0      16.919643f0   180.0f0       132.0f0       1 second875 milliseconds
144     -135.0f0      11.651786f0   175.0f0       132.0f0       1 second882 milliseconds
145     -115.0f0      16.026785f0   200.0f0       132.0f0       1 second889 milliseconds
146     -105.0f0      24.508928f0   200.0f0       132.0f0       1 second887 milliseconds
147     -150.0f0      13.258928f0   190.0f0       132.0f0       1 second877 milliseconds
148     -175.0f0      20.133928f0   140.0f0       132.0f0       1 second882 milliseconds
149     -150.0f0      16.071428f0   225.0f0       132.0f0       1 second877 milliseconds
150     -110.0f0      17.544643f0   200.0f0       132.0f0       1 second877 milliseconds
151     -140.0f0      17.098215f0   190.0f0       132.0f0       1 second881 milliseconds
152     -175.0f0      22.767857f0   240.0f0       132.0f0       1 second883 milliseconds
153     -135.0f0      13.705358f0   175.0f0       132.0f0       1 second881 milliseconds
154     -140.0f0      23.125f0      250.0f0       132.0f0       1 second888 milliseconds
155     -90.0f0       28.883928f0   215.0f0       132.0f0       1 second906 milliseconds
156     -110.0f0      15.133928f0   230.0f0       132.0f0       1 second876 milliseconds
157     -115.0f0      26.875f0      215.0f0       132.0f0       1 second901 milliseconds
158     -115.0f0      28.080357f0   140.0f0       132.0f0       1 second888 milliseconds
159     -140.0f0      27.410715f0   275.0f0       132.0f0       1 second871 milliseconds
160     -150.0f0      8.526786f0    165.0f0       132.0f0       1 second884 milliseconds
161     -150.0f0      28.928572f0   190.0f0       132.0f0       1 second878 milliseconds
162     -150.0f0      24.598215f0   155.0f0       132.0f0       1 second883 milliseconds
163     -150.0f0      26.651785f0   275.0f0       132.0f0       1 second897 milliseconds
164     -115.0f0      27.276785f0   215.0f0       132.0f0       1 second890 milliseconds
165     -140.0f0      21.651785f0   175.0f0       132.0f0       1 second878 milliseconds
166     -150.0f0      21.875f0      175.0f0       132.0f0       1 second879 milliseconds
167     -175.0f0      26.651785f0   250.0f0       132.0f0       1 second897 milliseconds
168     -80.0f0       29.0625f0     225.0f0       132.0f0       1 second875 milliseconds
169     -140.0f0      20.178572f0   175.0f0       132.0f0       1 second885 milliseconds
170     -105.0f0      28.75f0       175.0f0       132.0f0       1 second889 milliseconds
171     -140.0f0      26.919643f0   265.0f0       132.0f0       1 second888 milliseconds
172     -175.0f0      19.464285f0   240.0f0       132.0f0       1 second895 milliseconds
173     -110.0f0      31.071428f0   200.0f0       132.0f0       1 second901 milliseconds
174     -160.0f0      20.758928f0   200.0f0       132.0f0       1 second897 milliseconds
175     -115.0f0      28.616072f0   225.0f0       132.0f0       1 second901 milliseconds
176     -150.0f0      21.5625f0     190.0f0       132.0f0       1 second890 milliseconds
177     -145.0f0      19.196428f0   200.0f0       132.0f0       1 second887 milliseconds
178     -105.0f0      28.258928f0   195.0f0       132.0f0       1 second887 milliseconds
179     -150.0f0      20.803572f0   175.0f0       132.0f0       1 second890 milliseconds
180     -150.0f0      22.142857f0   275.0f0       132.0f0       1 second884 milliseconds
181     -140.0f0      29.330357f0   175.0f0       132.0f0       1 second877 milliseconds
182     -100.0f0      23.392857f0   175.0f0       132.0f0       1 second889 milliseconds
183     -125.0f0      27.678572f0   165.0f0       132.0f0       1 second877 milliseconds
184     -170.0f0      17.098215f0   225.0f0       132.0f0       1 second894 milliseconds
185     -115.0f0      26.25f0       180.0f0       132.0f0       1 second903 milliseconds
186     -210.0f0      25.446428f0   175.0f0       132.0f0       1 second881 milliseconds
187     -150.0f0      27.991072f0   240.0f0       132.0f0       1 second888 milliseconds
188     -125.0f0      31.116072f0   200.0f0       132.0f0       1 second889 milliseconds
189     -140.0f0      28.214285f0   200.0f0       132.0f0       1 second881 milliseconds
190     -115.0f0      32.455357f0   225.0f0       132.0f0       1 second886 milliseconds
191     -135.0f0      30.357143f0   180.0f0       132.0f0       1 second885 milliseconds
192     -115.0f0      33.080357f0   225.0f0       132.0f0       1 second879 milliseconds
193     -100.0f0      24.776785f0   165.0f0       132.0f0       1 second888 milliseconds
194     -105.0f0      39.19643f0    240.0f0       132.0f0       1 second902 milliseconds
195     -140.0f0      33.25893f0    225.0f0       132.0f0       1 second881 milliseconds
196     -150.0f0      30.491072f0   200.0f0       132.0f0       1 second884 milliseconds
197     -170.0f0      25.401785f0   200.0f0       132.0f0       1 second879 milliseconds
198     -100.0f0      30.133928f0   200.0f0       132.0f0       1 second883 milliseconds
199     -115.0f0      31.383928f0   215.0f0       132.0f0       1 second875 milliseconds
200     -150.0f0      36.919643f0   225.0f0       132.0f0       1 second908 milliseconds
201     -170.0f0      17.142857f0   200.0f0       132.0f0       1 second882 milliseconds
202     -140.0f0      33.526787f0   205.0f0       132.0f0       1 second880 milliseconds
203     -115.0f0      38.839287f0   225.0f0       132.0f0       1 second892 milliseconds
204     -125.0f0      34.598213f0   215.0f0       132.0f0       1 second881 milliseconds
205     -115.0f0      32.857143f0   325.0f0       138.0f0       1 second886 milliseconds
206     -160.0f0      30.401785f0   195.0f0       138.0f0       1 second885 milliseconds
207     -140.0f0      41.651787f0   250.0f0       138.0f0       1 second878 milliseconds
208     -135.0f0      34.0625f0     175.0f0       138.0f0       1 second890 milliseconds
209     -160.0f0      34.107143f0   175.0f0       138.0f0       1 second896 milliseconds
210     -150.0f0      31.741072f0   325.0f0       138.0f0       1 second881 milliseconds
211     -150.0f0      29.508928f0   155.0f0       138.0f0       1 second894 milliseconds
212     -160.0f0      31.741072f0   340.0f0       138.0f0       1 second884 milliseconds
213     -125.0f0      39.24107f0    250.0f0       138.0f0       1 second878 milliseconds
214     -110.0f0      33.75f0       290.0f0       138.0f0       1 second886 milliseconds
215     -140.0f0      27.5f0        190.0f0       138.0f0       1 second876 milliseconds
216     -185.0f0      45.848213f0   190.0f0       138.0f0       1 second889 milliseconds
217     -140.0f0      36.964287f0   225.0f0       138.0f0       1 second890 milliseconds
218     -90.0f0       38.214287f0   240.0f0       138.0f0       1 second891 milliseconds
219     -115.0f0      50.625f0      300.0f0       138.0f0       1 second881 milliseconds
220     -90.0f0       51.294643f0   250.0f0       138.0f0       1 second893 milliseconds
221     -105.0f0      39.330357f0   315.0f0       138.0f0       1 second880 milliseconds
222     -140.0f0      35.714287f0   225.0f0       138.0f0       1 second878 milliseconds
223     -140.0f0      36.38393f0    230.0f0       138.0f0       1 second883 milliseconds
224     -185.0f0      40.401787f0   275.0f0       138.0f0       1 second888 milliseconds
225     -125.0f0      31.830357f0   215.0f0       138.0f0       1 second885 milliseconds
226     -140.0f0      30.535715f0   315.0f0       138.0f0       1 second884 milliseconds
227     -115.0f0      47.05357f0    225.0f0       138.0f0       1 second888 milliseconds
228     -145.0f0      34.955357f0   275.0f0       138.0f0       1 second880 milliseconds
229     -105.0f0      36.473213f0   250.0f0       138.0f0       1 second889 milliseconds
230     -115.0f0      38.080357f0   215.0f0       138.0f0       1 second885 milliseconds
231     -195.0f0      47.00893f0    250.0f0       138.0f0       1 second875 milliseconds
232     -90.0f0       44.776787f0   280.0f0       138.0f0       1 second892 milliseconds
233     -115.0f0      37.36607f0    250.0f0       138.0f0       1 second890 milliseconds
234     -115.0f0      43.080357f0   300.0f0       138.0f0       1 second881 milliseconds
235     -115.0f0      33.75f0       200.0f0       138.0f0       1 second944 milliseconds
236     -105.0f0      31.830357f0   250.0f0       138.0f0       1 second898 milliseconds
237     -115.0f0      45.982143f0   215.0f0       138.0f0       1 second882 milliseconds
238     -160.0f0      31.026785f0   200.0f0       138.0f0       1 second893 milliseconds
239     -150.0f0      54.107143f0   250.0f0       138.0f0       1 second879 milliseconds
240     -115.0f0      37.94643f0    180.0f0       138.0f0       1 second887 milliseconds
241     -100.0f0      43.214287f0   250.0f0       138.0f0       1 second885 milliseconds
242     -135.0f0      45.535713f0   215.0f0       138.0f0       1 second886 milliseconds
243     -220.0f0      36.830357f0   200.0f0       138.0f0       1 second883 milliseconds
244     -175.0f0      47.455357f0   240.0f0       138.0f0       1 second876 milliseconds
245     -145.0f0      48.61607f0    225.0f0       138.0f0       1 second887 milliseconds
246     -175.0f0      28.258928f0   290.0f0       138.0f0       1 second876 milliseconds
247     -135.0f0      36.473213f0   375.0f0       138.0f0       1 second887 milliseconds
248     -105.0f0      45.44643f0    225.0f0       138.0f0       1 second887 milliseconds
249     -175.0f0      45.3125f0     225.0f0       138.0f0       1 second886 milliseconds
250     -110.0f0      41.875f0      200.0f0       138.0f0       1 second881 milliseconds
251     -115.0f0      42.32143f0    255.0f0       138.0f0       1 second875 milliseconds
252     -185.0f0      32.589287f0   315.0f0       138.0f0       1 second902 milliseconds
253     -105.0f0      41.11607f0    225.0f0       138.0f0       1 second883 milliseconds
254     -105.0f0      44.24107f0    200.0f0       138.0f0       1 second886 milliseconds
255     -195.0f0      37.142857f0   180.0f0       138.0f0       1 second874 milliseconds
256     -140.0f0      44.419643f0   300.0f0       138.0f0       1 second889 milliseconds
257     -125.0f0      39.86607f0    175.0f0       138.0f0       1 second881 milliseconds
258     -245.0f0      46.339287f0   225.0f0       138.0f0       1 second883 milliseconds
259     -105.0f0      44.50893f0    215.0f0       138.0f0       1 second887 milliseconds
260     -110.0f0      49.50893f0    225.0f0       138.0f0       1 second880 milliseconds
261     -115.0f0      43.839287f0   200.0f0       138.0f0       1 second886 milliseconds
262     -115.0f0      39.82143f0    215.0f0       138.0f0       1 second894 milliseconds
263     -125.0f0      36.5625f0     175.0f0       138.0f0       1 second889 milliseconds
264     -85.0f0       56.607143f0   200.0f0       138.0f0       1 second907 milliseconds
265     -115.0f0      50.0f0        225.0f0       138.0f0       1 second880 milliseconds
266     -115.0f0      46.25f0       200.0f0       138.0f0       1 second887 milliseconds
267     -135.0f0      46.205357f0   265.0f0       138.0f0       1 second891 milliseconds
268     -140.0f0      45.044643f0   290.0f0       138.0f0       1 second896 milliseconds
269     -115.0f0      27.053572f0   200.0f0       138.0f0       1 second888 milliseconds
270     -160.0f0      42.1875f0     200.0f0       138.0f0       1 second896 milliseconds
271     -150.0f0      32.544643f0   250.0f0       138.0f0       1 second876 milliseconds
272     -230.0f0      44.0625f0     230.0f0       138.0f0       1 second897 milliseconds
273     -125.0f0      36.964287f0   200.0f0       138.0f0       1 second873 milliseconds
274     -150.0f0      33.88393f0    200.0f0       138.0f0       1 second887 milliseconds
275     -105.0f0      44.50893f0    300.0f0       138.0f0       1 second891 milliseconds
276     -100.0f0      50.625f0      250.0f0       138.0f0       1 second878 milliseconds
277     -100.0f0      61.517857f0   325.0f0       138.0f0       1 second890 milliseconds
278     -90.0f0       42.1875f0     250.0f0       138.0f0       1 second879 milliseconds
279     -105.0f0      52.1875f0     240.0f0       138.0f0       1 second885 milliseconds
280     -115.0f0      44.151787f0   230.0f0       138.0f0       1 second880 milliseconds
281     -150.0f0      54.82143f0    275.0f0       138.0f0       1 second900 milliseconds
282     -115.0f0      50.17857f0    230.0f0       138.0f0       1 second891 milliseconds
283     -115.0f0      42.142857f0   200.0f0       138.0f0       1 second880 milliseconds
284     -115.0f0      46.607143f0   325.0f0       138.0f0       1 second898 milliseconds
285     -90.0f0       46.785713f0   190.0f0       138.0f0       1 second874 milliseconds
286     -115.0f0      43.61607f0    240.0f0       138.0f0       1 second886 milliseconds
287     -145.0f0      51.785713f0   205.0f0       138.0f0       1 second879 milliseconds
288     -160.0f0      35.0f0        225.0f0       138.0f0       1 second892 milliseconds
289     -245.0f0      46.785713f0   225.0f0       138.0f0       1 second881 milliseconds
290     -105.0f0      44.151787f0   225.0f0       138.0f0       1 second889 milliseconds
291     -105.0f0      53.4375f0     315.0f0       138.0f0       1 second883 milliseconds
292     -95.0f0       51.160713f0   240.0f0       138.0f0       1 second883 milliseconds
293     -100.0f0      51.607143f0   300.0f0       138.0f0       1 second884 milliseconds
294     -150.0f0      36.830357f0   215.0f0       138.0f0       1 second879 milliseconds
295     -155.0f0      45.848213f0   225.0f0       138.0f0       1 second884 milliseconds
296     -140.0f0      52.098213f0   215.0f0       138.0f0       1 second887 milliseconds
297     -90.0f0       41.38393f0    230.0f0       138.0f0       1 second886 milliseconds
298     -125.0f0      43.25893f0    205.0f0       138.0f0       1 second883 milliseconds
299     -105.0f0      53.705357f0   300.0f0       138.0f0       1 second887 milliseconds
300     -160.0f0      44.642857f0   325.0f0       138.0f0       1 second887 milliseconds
301     -115.0f0      46.830357f0   225.0f0       138.0f0       1 second891 milliseconds
302     -125.0f0      52.142857f0   265.0f0       138.0f0       1 second888 milliseconds
303     -100.0f0      55.089287f0   300.0f0       138.0f0       1 second875 milliseconds
304     -135.0f0      42.232143f0   215.0f0       138.0f0       1 second891 milliseconds
305     -90.0f0       48.392857f0   250.0f0       138.0f0       1 second893 milliseconds
306     -205.0f0      43.4375f0     230.0f0       138.0f0       1 second894 milliseconds
307     -170.0f0      40.267857f0   300.0f0       138.0f0       1 second882 milliseconds
308     -150.0f0      44.598213f0   200.0f0       138.0f0       1 second890 milliseconds
309     -150.0f0      40.17857f0    250.0f0       138.0f0       1 second873 milliseconds
310     -150.0f0      51.11607f0    325.0f0       138.0f0       1 second881 milliseconds
311     -105.0f0      50.044643f0   290.0f0       138.0f0       1 second883 milliseconds
312     -125.0f0      55.714287f0   265.0f0       138.0f0       1 second899 milliseconds
313     -90.0f0       46.11607f0    215.0f0       138.0f0       1 second891 milliseconds
314     -105.0f0      42.5f0        225.0f0       138.0f0       1 second900 milliseconds
315     -105.0f0      41.473213f0   350.0f0       138.0f0       1 second880 milliseconds
316     -115.0f0      44.910713f0   265.0f0       138.0f0       1 second888 milliseconds
317     -160.0f0      43.839287f0   165.0f0       138.0f0       1 second908 milliseconds
318     -150.0f0      52.232143f0   275.0f0       138.0f0       1 second877 milliseconds
319     -90.0f0       54.732143f0   275.0f0       138.0f0       1 second885 milliseconds
320     -150.0f0      39.82143f0    250.0f0       138.0f0       1 second884 milliseconds
321     -160.0f0      46.38393f0    390.0f0       138.0f0       1 second893 milliseconds
322     -150.0f0      57.00893f0    300.0f0       138.0f0       1 second900 milliseconds
323     -185.0f0      39.86607f0    240.0f0       138.0f0       1 second892 milliseconds
324     -150.0f0      66.07143f0    265.0f0       138.0f0       1 second888 milliseconds
325     -185.0f0      42.142857f0   275.0f0       138.0f0       1 second883 milliseconds
326     -80.0f0       51.875f0      245.0f0       138.0f0       1 second891 milliseconds
327     -125.0f0      51.160713f0   200.0f0       138.0f0       1 second876 milliseconds
328     -180.0f0      55.982143f0   265.0f0       138.0f0       1 second889 milliseconds
329     -105.0f0      72.23214f0    225.0f0       138.0f0       1 second892 milliseconds
330     -125.0f0      48.125f0      290.0f0       138.0f0       1 second885 milliseconds
331     -80.0f0       64.19643f0    250.0f0       138.0f0       1 second879 milliseconds
332     -110.0f0      65.13393f0    225.0f0       138.0f0       1 second895 milliseconds
333     -185.0f0      68.39286f0    275.0f0       138.0f0       1 second879 milliseconds
334     -90.0f0       50.982143f0   250.0f0       138.0f0       1 second877 milliseconds
335     -55.0f0       51.25f0       200.0f0       138.0f0       1 second897 milliseconds
