number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 100000
environment
	type: CollectPoints
	maze_columns: 5
	maze_rows: 5
	maze_cell_size: 80
	agent_radius: 12
	point_radius: 8
	agent_movement_range: 10.0
	use_sensors: true
	reward_per_collected_positive_point: 500.0
	reward_per_collected_negative_point: -700.0
	number_time_steps: 1000
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 50
	differential_equation: original
	clipping_range_min: -1.0
	clipping_range_max: 1.0
	set_principle_diagonal_elements_of_W_negative: true
	alpha: 0.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 112
Free Parameters: 3100
Inputs: 10
Outputs: 2

------------------------------------------------------------------------------------------
gen     min           mean          max           best          elapsed time (s)
56      -245.0f0      -20.3125f0    100.0f0       57.0f0        1 second902 milliseconds
57      -105.0f0      -1.4732143f0  100.0f0       57.0f0        1 second896 milliseconds
58      -210.0f0      -5.848214f0   125.0f0       57.0f0        1 second894 milliseconds
59      -175.0f0      -5.625f0      185.0f0       57.0f0        1 second928 milliseconds
60      -175.0f0      -1.6071428f0  150.0f0       57.0f0        1 second896 milliseconds
61      -160.0f0      -5.401786f0   100.0f0       57.0f0        1 second895 milliseconds
62      -105.0f0      -6.383929f0   150.0f0       57.0f0        1 second894 milliseconds
63      -150.0f0      -2.6339285f0  90.0f0        57.0f0        1 second903 milliseconds
64      -185.0f0      -3.6160715f0  150.0f0       57.0f0        1 second895 milliseconds
65      -140.0f0      -7.276786f0   125.0f0       57.0f0        1 second911 milliseconds
66      -140.0f0      -6.339286f0   125.0f0       57.0f0        1 second896 milliseconds
67      -150.0f0      -4.241071f0   150.0f0       57.0f0        1 second911 milliseconds
68      -140.0f0      -5.133929f0   115.0f0       57.0f0        1 second910 milliseconds
69      -140.0f0      -0.9375f0     175.0f0       61.0f0        1 second903 milliseconds
70      -160.0f0      -12.232142f0  125.0f0       61.0f0        1 second906 milliseconds
71      -135.0f0      -1.6071428f0  140.0f0       76.0f0        1 second900 milliseconds
72      -125.0f0      3.482143f0    175.0f0       76.0f0        1 second894 milliseconds
73      -140.0f0      -9.0625f0     125.0f0       76.0f0        1 second908 milliseconds
74      -160.0f0      -11.160714f0  200.0f0       76.0f0        1 second905 milliseconds
75      -150.0f0      -6.5625f0     125.0f0       76.0f0        1 second894 milliseconds
76      -150.0f0      -3.4375f0     125.0f0       76.0f0        1 second890 milliseconds
77      -175.0f0      -6.473214f0   175.0f0       76.0f0        1 second891 milliseconds
78      -140.0f0      2.455357f0    165.0f0       76.0f0        1 second896 milliseconds
79      -105.0f0      0.49107143f0  125.0f0       76.0f0        1 second903 milliseconds
80      -150.0f0      7.1875f0      150.0f0       76.0f0        1 second894 milliseconds
81      -105.0f0      -5.0f0        125.0f0       76.0f0        1 second903 milliseconds
82      -140.0f0      -3.75f0       125.0f0       76.0f0        1 second906 milliseconds
83      -140.0f0      5.714286f0    125.0f0       76.0f0        1 second897 milliseconds
84      -105.0f0      -7.142857f0   140.0f0       76.0f0        1 second896 milliseconds
85      -205.0f0      8.4375f0      175.0f0       76.0f0        1 second897 milliseconds
86      -175.0f0      0.44642857f0  150.0f0       76.0f0        1 second892 milliseconds
87      -140.0f0      4.910714f0    200.0f0       76.0f0        1 second894 milliseconds
88      -185.0f0      3.75f0        175.0f0       76.0f0        1 second903 milliseconds
89      -185.0f0      -3.125f0      175.0f0       76.0f0        1 second912 milliseconds
90      -185.0f0      -0.49107143f0 175.0f0       76.0f0        1 second900 milliseconds
91      -230.0f0      3.75f0        215.0f0       76.0f0        1 second900 milliseconds
92      -140.0f0      7.767857f0    100.0f0       76.0f0        1 second901 milliseconds
93      -125.0f0      4.866071f0    125.0f0       76.0f0        1 second900 milliseconds
94      -105.0f0      11.383928f0   165.0f0       76.0f0        1 second897 milliseconds
95      -160.0f0      10.625f0      125.0f0       76.0f0        1 second886 milliseconds
96      -160.0f0      -3.125f0      125.0f0       76.0f0        1 second892 milliseconds
97      -115.0f0      3.169643f0    100.0f0       76.0f0        1 second909 milliseconds
98      -175.0f0      -4.776786f0   125.0f0       76.0f0        1 second897 milliseconds
99      -150.0f0      -2.2767856f0  175.0f0       76.0f0        1 second910 milliseconds
100     -160.0f0      7.1875f0      125.0f0       76.0f0        1 second905 milliseconds
101     -115.0f0      6.026786f0    150.0f0       76.0f0        1 second901 milliseconds
102     -160.0f0      3.6607144f0   125.0f0       76.0f0        1 second893 milliseconds
103     -90.0f0       16.160715f0   125.0f0       76.0f0        1 second896 milliseconds
104     -220.0f0      -6.339286f0   150.0f0       76.0f0        1 second909 milliseconds
105     -115.0f0      8.75f0        190.0f0       76.0f0        1 second893 milliseconds
106     -140.0f0      2.767857f0    200.0f0       76.0f0        1 second910 milliseconds
107     -140.0f0      0.49107143f0  140.0f0       76.0f0        1 second898 milliseconds
108     -175.0f0      1.1160715f0   200.0f0       76.0f0        1 second900 milliseconds
109     -90.0f0       2.5892856f0   190.0f0       76.0f0        1 second899 milliseconds
110     -140.0f0      -2.142857f0   100.0f0       76.0f0        1 second885 milliseconds
111     -115.0f0      3.3482144f0   115.0f0       76.0f0        1 second895 milliseconds
112     -105.0f0      5.491071f0    125.0f0       76.0f0        1 second896 milliseconds
113     -105.0f0      5.0f0         100.0f0       76.0f0        1 second907 milliseconds
114     -175.0f0      0.84821427f0  140.0f0       76.0f0        1 second908 milliseconds
115     -125.0f0      -2.9017856f0  125.0f0       76.0f0        1 second906 milliseconds
116     -140.0f0      -4.776786f0   150.0f0       76.0f0        1 second901 milliseconds
117     -115.0f0      0.84821427f0  175.0f0       76.0f0        1 second895 milliseconds
118     -125.0f0      4.732143f0    140.0f0       76.0f0        1 second905 milliseconds
119     -210.0f0      -6.517857f0   180.0f0       76.0f0        1 second910 milliseconds
120     -140.0f0      9.196428f0    125.0f0       76.0f0        1 second912 milliseconds
121     -150.0f0      2.3214285f0   125.0f0       76.0f0        1 second897 milliseconds
122     -170.0f0      0.9375f0      140.0f0       76.0f0        1 second898 milliseconds
123     -150.0f0      -4.151786f0   140.0f0       76.0f0        1 second891 milliseconds
124     -100.0f0      8.794642f0    125.0f0       76.0f0        1 second900 milliseconds
125     -150.0f0      0.84821427f0  150.0f0       76.0f0        1 second894 milliseconds
126     -150.0f0      5.669643f0    125.0f0       76.0f0        1 second895 milliseconds
127     -140.0f0      3.9732144f0   130.0f0       76.0f0        1 second898 milliseconds
128     -150.0f0      2.6785715f0   125.0f0       76.0f0        1 second905 milliseconds
129     -245.0f0      -1.2946428f0  125.0f0       76.0f0        1 second915 milliseconds
130     -125.0f0      -2.0089285f0  125.0f0       76.0f0        1 second916 milliseconds
131     -160.0f0      12.901786f0   155.0f0       76.0f0        1 second899 milliseconds
132     -140.0f0      0.53571427f0  200.0f0       76.0f0        1 second903 milliseconds
133     -115.0f0      4.6875f0      125.0f0       76.0f0        1 second894 milliseconds
134     -90.0f0       11.696428f0   140.0f0       76.0f0        1 second900 milliseconds
135     -140.0f0      2.455357f0    150.0f0       76.0f0        1 second898 milliseconds
136     -115.0f0      -1.7410715f0  100.0f0       76.0f0        1 second910 milliseconds
137     -185.0f0      1.4732143f0   150.0f0       76.0f0        1 second892 milliseconds
138     -105.0f0      8.571428f0    150.0f0       76.0f0        1 second901 milliseconds
139     -115.0f0      4.196429f0    175.0f0       76.0f0        1 second896 milliseconds
140     -150.0f0      4.419643f0    150.0f0       76.0f0        1 second894 milliseconds
141     -185.0f0      7.142857f0    150.0f0       76.0f0        1 second894 milliseconds
142     -150.0f0      3.705357f0    125.0f0       76.0f0        1 second897 milliseconds
143     -125.0f0      11.160714f0   125.0f0       76.0f0        1 second909 milliseconds
144     -165.0f0      0.26785713f0  175.0f0       76.0f0        1 second911 milliseconds
145     -175.0f0      -3.5714285f0  175.0f0       76.0f0        1 second894 milliseconds
146     -140.0f0      2.455357f0    175.0f0       76.0f0        1 second905 milliseconds
147     -195.0f0      -6.741071f0   150.0f0       76.0f0        1 second903 milliseconds
148     -160.0f0      10.178572f0   150.0f0       76.0f0        1 second904 milliseconds
149     -105.0f0      6.339286f0    175.0f0       76.0f0        1 second904 milliseconds
150     -175.0f0      12.633928f0   165.0f0       89.0f0        1 second896 milliseconds
151     -150.0f0      12.991072f0   150.0f0       89.0f0        1 second914 milliseconds
152     -150.0f0      2.8125f0      125.0f0       89.0f0        1 second891 milliseconds
153     -140.0f0      2.6339285f0   150.0f0       89.0f0        1 second900 milliseconds
154     -125.0f0      -0.04464286f0 125.0f0       89.0f0        1 second912 milliseconds
155     -105.0f0      13.035714f0   150.0f0       89.0f0        1 second895 milliseconds
156     -115.0f0      10.357142f0   165.0f0       89.0f0        1 second914 milliseconds
157     -125.0f0      18.928572f0   150.0f0       89.0f0        1 second903 milliseconds
158     -150.0f0      5.357143f0    125.0f0       89.0f0        1 second893 milliseconds
159     -140.0f0      10.178572f0   140.0f0       89.0f0        1 second893 milliseconds
160     -160.0f0      3.5714285f0   175.0f0       89.0f0        1 second906 milliseconds
161     -125.0f0      6.517857f0    125.0f0       89.0f0        1 second897 milliseconds
162     -175.0f0      17.366072f0   200.0f0       159.0f0       1 second897 milliseconds
163     -150.0f0      15.401786f0   125.0f0       159.0f0       1 second923 milliseconds
164     -160.0f0      5.3125f0      175.0f0       159.0f0       1 second900 milliseconds
165     -115.0f0      21.25f0       140.0f0       159.0f0       1 second885 milliseconds
166     -90.0f0       10.892858f0   150.0f0       159.0f0       1 second903 milliseconds
167     -160.0f0      8.883928f0    140.0f0       159.0f0       1 second902 milliseconds
168     -115.0f0      17.142857f0   175.0f0       159.0f0       1 second896 milliseconds
169     -185.0f0      12.276786f0   175.0f0       159.0f0       1 second903 milliseconds
170     -175.0f0      8.571428f0    190.0f0       159.0f0       1 second908 milliseconds
171     -195.0f0      12.053572f0   175.0f0       159.0f0       1 second904 milliseconds
172     -150.0f0      13.214286f0   125.0f0       159.0f0       1 second899 milliseconds
173     -195.0f0      11.205358f0   125.0f0       159.0f0       1 second899 milliseconds
174     -150.0f0      12.5f0        165.0f0       159.0f0       1 second906 milliseconds
175     -140.0f0      4.375f0       165.0f0       159.0f0       1 second894 milliseconds
176     -140.0f0      16.875f0      175.0f0       159.0f0       1 second923 milliseconds
177     -150.0f0      19.241072f0   200.0f0       159.0f0       1 second904 milliseconds
178     -150.0f0      16.919643f0   180.0f0       159.0f0       1 second909 milliseconds
179     -175.0f0      14.107142f0   175.0f0       159.0f0       1 second903 milliseconds
180     -140.0f0      11.205358f0   150.0f0       159.0f0       1 second892 milliseconds
181     -230.0f0      12.455358f0   150.0f0       159.0f0       1 second898 milliseconds
182     -185.0f0      11.517858f0   150.0f0       159.0f0       1 second898 milliseconds
183     -105.0f0      15.089286f0   150.0f0       159.0f0       1 second921 milliseconds
184     -115.0f0      20.178572f0   150.0f0       159.0f0       1 second897 milliseconds
185     -90.0f0       12.767858f0   100.0f0       159.0f0       1 second914 milliseconds
186     -125.0f0      10.133928f0   200.0f0       159.0f0       1 second895 milliseconds
187     -140.0f0      12.232142f0   225.0f0       159.0f0       1 second902 milliseconds
188     -175.0f0      11.428572f0   150.0f0       159.0f0       1 second896 milliseconds
189     -195.0f0      3.3035715f0   175.0f0       159.0f0       1 second896 milliseconds
190     -115.0f0      5.089286f0    100.0f0       159.0f0       1 second902 milliseconds
191     -140.0f0      14.285714f0   150.0f0       159.0f0       1 second901 milliseconds
192     -220.0f0      10.580358f0   150.0f0       159.0f0       1 second913 milliseconds
193     -195.0f0      6.160714f0    165.0f0       159.0f0       1 second896 milliseconds
194     -140.0f0      -2.5f0        190.0f0       159.0f0       1 second900 milliseconds
195     -135.0f0      19.151785f0   150.0f0       159.0f0       1 second909 milliseconds
196     -105.0f0      18.794643f0   175.0f0       159.0f0       1 second895 milliseconds
197     -135.0f0      16.5625f0     150.0f0       159.0f0       1 second907 milliseconds
198     -150.0f0      10.580358f0   140.0f0       159.0f0       1 second905 milliseconds
199     -115.0f0      10.803572f0   125.0f0       159.0f0       1 second915 milliseconds
200     -150.0f0      8.482142f0    175.0f0       159.0f0       1 second891 milliseconds
201     -115.0f0      5.446429f0    175.0f0       159.0f0       1 second909 milliseconds
202     -210.0f0      3.9285715f0   150.0f0       159.0f0       1 second903 milliseconds
203     -140.0f0      14.419642f0   150.0f0       159.0f0       1 second898 milliseconds
204     -140.0f0      17.678572f0   150.0f0       159.0f0       1 second903 milliseconds
205     -150.0f0      11.205358f0   175.0f0       159.0f0       1 second897 milliseconds
206     -125.0f0      10.758928f0   205.0f0       159.0f0       1 second897 milliseconds
207     -115.0f0      6.830357f0    150.0f0       159.0f0       1 second913 milliseconds
208     -150.0f0      1.4285715f0   115.0f0       159.0f0       1 second895 milliseconds
209     -135.0f0      14.553572f0   175.0f0       159.0f0       1 second909 milliseconds
210     -175.0f0      4.508929f0    150.0f0       159.0f0       1 second909 milliseconds
211     -150.0f0      8.571428f0    150.0f0       159.0f0       1 second912 milliseconds
212     -115.0f0      12.232142f0   150.0f0       159.0f0       1 second903 milliseconds
213     -160.0f0      12.321428f0   150.0f0       159.0f0       1 second907 milliseconds
214     -115.0f0      7.589286f0    145.0f0       159.0f0       1 second893 milliseconds
215     -115.0f0      22.8125f0     150.0f0       159.0f0       1 second903 milliseconds
216     -115.0f0      15.669642f0   150.0f0       159.0f0       1 second902 milliseconds
217     -220.0f0      14.955358f0   175.0f0       159.0f0       1 second913 milliseconds
218     -115.0f0      18.75f0       180.0f0       159.0f0       1 second907 milliseconds
219     -115.0f0      17.589285f0   140.0f0       159.0f0       1 second894 milliseconds
220     -125.0f0      11.785714f0   165.0f0       159.0f0       1 second903 milliseconds
221     -105.0f0      15.0f0        125.0f0       159.0f0       1 second895 milliseconds
222     -105.0f0      13.169642f0   175.0f0       159.0f0       1 second896 milliseconds
223     -140.0f0      21.830357f0   165.0f0       159.0f0       1 second906 milliseconds
224     -115.0f0      18.616072f0   165.0f0       159.0f0       1 second899 milliseconds
225     -115.0f0      21.651785f0   215.0f0       159.0f0       1 second909 milliseconds
226     -115.0f0      14.017858f0   150.0f0       159.0f0       1 second899 milliseconds
227     -140.0f0      25.0f0        175.0f0       159.0f0       1 second905 milliseconds
228     -185.0f0      18.75f0       225.0f0       159.0f0       1 second905 milliseconds
229     -115.0f0      17.5f0        215.0f0       159.0f0       1 second899 milliseconds
230     -210.0f0      19.196428f0   150.0f0       159.0f0       1 second909 milliseconds
231     -150.0f0      7.8125f0      165.0f0       159.0f0       1 second893 milliseconds
232     -125.0f0      9.732142f0    200.0f0       159.0f0       1 second906 milliseconds
233     -115.0f0      20.848215f0   175.0f0       159.0f0       1 second920 milliseconds
234     -105.0f0      17.901785f0   190.0f0       159.0f0       1 second904 milliseconds
235     -115.0f0      20.848215f0   175.0f0       159.0f0       1 second893 milliseconds
236     -110.0f0      20.223215f0   215.0f0       159.0f0       1 second892 milliseconds
237     -125.0f0      26.830357f0   225.0f0       159.0f0       1 second898 milliseconds
238     -140.0f0      15.401786f0   200.0f0       159.0f0       1 second926 milliseconds
239     -115.0f0      24.0625f0     165.0f0       159.0f0       1 second907 milliseconds
240     -140.0f0      17.1875f0     150.0f0       159.0f0       1 second901 milliseconds
241     -175.0f0      15.758928f0   150.0f0       159.0f0       1 second906 milliseconds
242     -150.0f0      17.633928f0   165.0f0       159.0f0       1 second935 milliseconds
243     -90.0f0       26.607143f0   140.0f0       159.0f0       1 second924 milliseconds
244     -140.0f0      14.598214f0   175.0f0       159.0f0       1 second920 milliseconds
245     -175.0f0      24.107143f0   315.0f0       159.0f0       1 second917 milliseconds
246     -125.0f0      18.526785f0   125.0f0       159.0f0       1 second931 milliseconds
247     -80.0f0       30.535715f0   175.0f0       159.0f0       1 second918 milliseconds
248     -115.0f0      25.803572f0   175.0f0       159.0f0       1 second953 milliseconds
249     -115.0f0      26.919643f0   230.0f0       159.0f0       1 second937 milliseconds
250     -185.0f0      18.4375f0     175.0f0       159.0f0       1 second936 milliseconds
251     -105.0f0      22.633928f0   190.0f0       159.0f0       1 second922 milliseconds
252     -175.0f0      20.669643f0   200.0f0       159.0f0       1 second910 milliseconds
253     -175.0f0      22.723215f0   175.0f0       159.0f0       1 second925 milliseconds
254     -110.0f0      24.508928f0   200.0f0       159.0f0       1 second921 milliseconds
255     -105.0f0      26.785715f0   190.0f0       159.0f0       1 second924 milliseconds
256     -170.0f0      15.3125f0     200.0f0       159.0f0       1 second916 milliseconds
257     -105.0f0      12.8125f0     145.0f0       159.0f0       1 second900 milliseconds
258     -140.0f0      33.794643f0   200.0f0       159.0f0       1 second902 milliseconds
259     -115.0f0      24.0625f0     175.0f0       159.0f0       1 second910 milliseconds
260     -105.0f0      25.803572f0   200.0f0       159.0f0       1 second900 milliseconds
261     -160.0f0      22.008928f0   150.0f0       159.0f0       1 second895 milliseconds
262     -185.0f0      13.125f0      175.0f0       159.0f0       1 second912 milliseconds
263     -115.0f0      25.133928f0   250.0f0       159.0f0       1 second896 milliseconds
264     -115.0f0      16.964285f0   155.0f0       159.0f0       1 second906 milliseconds
265     -135.0f0      28.214285f0   275.0f0       159.0f0       1 second898 milliseconds
266     -150.0f0      16.696428f0   175.0f0       159.0f0       1 second898 milliseconds
267     -105.0f0      38.482143f0   175.0f0       159.0f0       1 second892 milliseconds
268     -175.0f0      36.026787f0   275.0f0       159.0f0       1 second895 milliseconds
269     -125.0f0      22.5f0        180.0f0       159.0f0       1 second917 milliseconds
270     -140.0f0      25.3125f0     190.0f0       159.0f0       1 second912 milliseconds
271     -185.0f0      27.410715f0   215.0f0       159.0f0       1 second902 milliseconds
272     -195.0f0      26.25f0       150.0f0       159.0f0       1 second897 milliseconds
273     -140.0f0      18.928572f0   175.0f0       159.0f0       1 second922 milliseconds
274     -125.0f0      25.267857f0   250.0f0       159.0f0       1 second894 milliseconds
275     -175.0f0      27.589285f0   215.0f0       159.0f0       1 second903 milliseconds
276     -115.0f0      23.4375f0     165.0f0       159.0f0       1 second903 milliseconds
277     -180.0f0      27.991072f0   225.0f0       159.0f0       1 second906 milliseconds
278     -220.0f0      27.410715f0   165.0f0       159.0f0       1 second892 milliseconds
279     -175.0f0      23.660715f0   180.0f0       159.0f0       1 second897 milliseconds
280     -160.0f0      24.330357f0   150.0f0       159.0f0       1 second936 milliseconds
281     -175.0f0      13.526786f0   155.0f0       159.0f0       1 second915 milliseconds
282     -160.0f0      34.151787f0   300.0f0       159.0f0       1 second907 milliseconds
283     -125.0f0      20.982143f0   155.0f0       159.0f0       1 second895 milliseconds
284     -160.0f0      13.794642f0   225.0f0       159.0f0       1 second891 milliseconds
285     -105.0f0      22.455357f0   300.0f0       159.0f0       1 second900 milliseconds
286     -150.0f0      34.776787f0   250.0f0       159.0f0       1 second903 milliseconds
287     -160.0f0      18.571428f0   275.0f0       159.0f0       1 second911 milliseconds
288     -115.0f0      23.392857f0   200.0f0       159.0f0       1 second896 milliseconds
289     -105.0f0      37.8125f0     315.0f0       159.0f0       1 second920 milliseconds
290     -175.0f0      32.36607f0    190.0f0       159.0f0       1 second890 milliseconds
291     -115.0f0      30.580357f0   155.0f0       159.0f0       1 second891 milliseconds
292     -115.0f0      27.544643f0   225.0f0       159.0f0       1 second899 milliseconds
293     -90.0f0       43.526787f0   180.0f0       159.0f0       1 second905 milliseconds
294     -140.0f0      26.919643f0   175.0f0       159.0f0       1 second921 milliseconds
295     -140.0f0      34.19643f0    265.0f0       159.0f0       1 second905 milliseconds
296     -125.0f0      41.25f0       250.0f0       159.0f0       1 second899 milliseconds
297     -115.0f0      30.9375f0     200.0f0       159.0f0       1 second900 milliseconds
298     -80.0f0       32.67857f0    165.0f0       159.0f0       1 second904 milliseconds
299     -125.0f0      32.723213f0   225.0f0       159.0f0       1 second887 milliseconds
300     -230.0f0      31.294643f0   225.0f0       159.0f0       1 second897 milliseconds
301     -90.0f0       38.61607f0    255.0f0       159.0f0       1 second908 milliseconds
302     -80.0f0       27.8125f0     275.0f0       159.0f0       1 second907 milliseconds
303     -115.0f0      30.714285f0   265.0f0       159.0f0       1 second904 milliseconds
304     -175.0f0      29.821428f0   225.0f0       159.0f0       1 second923 milliseconds
305     -105.0f0      32.99107f0    240.0f0       159.0f0       1 second917 milliseconds
306     -170.0f0      30.580357f0   200.0f0       159.0f0       1 second897 milliseconds
307     -140.0f0      30.580357f0   250.0f0       159.0f0       1 second907 milliseconds
308     -135.0f0      19.285715f0   200.0f0       159.0f0       1 second915 milliseconds
309     -80.0f0       32.723213f0   190.0f0       159.0f0       1 second902 milliseconds
310     -115.0f0      34.776787f0   225.0f0       159.0f0       1 second900 milliseconds
311     -70.0f0       34.419643f0   215.0f0       159.0f0       1 second910 milliseconds
312     -115.0f0      30.357143f0   180.0f0       159.0f0       1 second903 milliseconds
313     -140.0f0      31.5625f0     175.0f0       159.0f0       1 second895 milliseconds
314     -115.0f0      42.00893f0    190.0f0       159.0f0       1 second905 milliseconds
315     -90.0f0       28.080357f0   190.0f0       159.0f0       1 second892 milliseconds
316     -140.0f0      38.482143f0   250.0f0       159.0f0       1 second900 milliseconds
317     -125.0f0      27.991072f0   190.0f0       159.0f0       1 second902 milliseconds
318     -140.0f0      33.973213f0   200.0f0       159.0f0       1 second898 milliseconds
319     -105.0f0      33.214287f0   165.0f0       159.0f0       1 second910 milliseconds
320     -150.0f0      27.232143f0   175.0f0       159.0f0       1 second898 milliseconds
321     -115.0f0      28.4375f0     215.0f0       159.0f0       1 second901 milliseconds
322     -70.0f0       38.75f0       275.0f0       159.0f0       1 second900 milliseconds
323     -140.0f0      29.866072f0   200.0f0       159.0f0       1 second911 milliseconds
324     -105.0f0      27.276785f0   230.0f0       159.0f0       1 second891 milliseconds
325     -105.0f0      30.446428f0   175.0f0       159.0f0       1 second909 milliseconds
326     -115.0f0      36.294643f0   175.0f0       159.0f0       1 second898 milliseconds
327     -115.0f0      43.348213f0   240.0f0       159.0f0       1 second904 milliseconds
328     -105.0f0      42.857143f0   200.0f0       159.0f0       1 second902 milliseconds
329     -90.0f0       32.767857f0   225.0f0       159.0f0       1 second897 milliseconds
330     -115.0f0      41.026787f0   205.0f0       159.0f0       1 second896 milliseconds
331     -140.0f0      36.160713f0   200.0f0       159.0f0       1 second898 milliseconds
332     -90.0f0       32.32143f0    275.0f0       159.0f0       1 second906 milliseconds
333     -140.0f0      37.142857f0   240.0f0       159.0f0       1 second906 milliseconds
334     -135.0f0      43.75f0       265.0f0       159.0f0       1 second907 milliseconds
335     -175.0f0      43.25893f0    255.0f0       159.0f0       1 second922 milliseconds
