number_generations: 2500
number_validation_runs: 100
number_rounds: 20
maximum_env_seed: 100000
environment
	type: CollectPoints
	maze_columns: 5
	maze_rows: 5
	maze_cell_size: 80
	agent_radius: 12
	point_radius: 8
	agent_movement_range: 10.0
	use_sensors: true
	reward_per_collected_positive_point: 500.0
	reward_per_collected_negative_point: -700.0
	number_time_steps: 1000
brain
	type: CTRNN
	delta_t: 0.05
	number_neurons: 50
	differential_equation: separated
	clipping_range_min: -1.0
	clipping_range_max: 1.0
	set_principle_diagonal_elements_of_W_negative: true
	alpha: 0.0
optimizer
	type: CMA-ES-Deap
	population_size: 112
	sigma: 1.0

Genome Size: 112
Free Parameters: 3100
Inputs: 10
Outputs: 2

------------------------------------------------------------------------------------------
gen     min           mean          max           best          elapsed time (s)
1316    -80.0f0       437.45535f0   935.0f0       726.0f0       1 second959 milliseconds
1317    -25.0f0       419.95535f0   1000.0f0      726.0f0       1 second967 milliseconds
1318    -130.0f0      409.64285f0   990.0f0       726.0f0       1 second973 milliseconds
1319    -15.0f0       433.9732f0    935.0f0       726.0f0       1 second950 milliseconds
1320    -10.0f0       409.24106f0   935.0f0       726.0f0       1 second933 milliseconds
1321    -75.0f0       446.4732f0    950.0f0       726.0f0       1 second978 milliseconds
1322    -170.0f0      415.0f0       1025.0f0      726.0f0       1 second956 milliseconds
1323    -55.0f0       414.9107f0    985.0f0       726.0f0       1 second957 milliseconds
1324    40.0f0        466.69644f0   960.0f0       726.0f0       1 second971 milliseconds
1325    -20.0f0       407.45535f0   1040.0f0      726.0f0       1 second954 milliseconds
1326    60.0f0        428.9732f0    1190.0f0      726.0f0       1 second953 milliseconds
1327    50.0f0        433.9732f0    980.0f0       726.0f0       1 second935 milliseconds
1328    -30.0f0       434.41965f0   950.0f0       726.0f0       1 second964 milliseconds
1329    -125.0f0      423.0357f0    990.0f0       726.0f0       1 second939 milliseconds
1330    75.0f0        440.13394f0   960.0f0       726.0f0       1 second971 milliseconds
1331    -85.0f0       425.4018f0    1060.0f0      726.0f0       1 second960 milliseconds
1332    -50.0f0       431.875f0     970.0f0       726.0f0       1 second951 milliseconds
1333    30.0f0        455.3125f0    930.0f0       726.0f0       1 second968 milliseconds
1334    35.0f0        451.83035f0   1025.0f0      726.0f0       1 second963 milliseconds
1335    -105.0f0      444.55356f0   975.0f0       726.0f0       1 second959 milliseconds
1336    -165.0f0      409.64285f0   1050.0f0      726.0f0       1 second947 milliseconds
1337    0.0f0         473.4375f0    1115.0f0      726.0f0       1 second957 milliseconds
1338    -30.0f0       413.5268f0    810.0f0       726.0f0       1 second953 milliseconds
1339    -45.0f0       424.0625f0    940.0f0       726.0f0       1 second949 milliseconds
1340    15.0f0        453.6607f0    1035.0f0      726.0f0       1 second960 milliseconds
1341    -40.0f0       437.94644f0   1010.0f0      726.0f0       1 second962 milliseconds
1342    -80.0f0       455.66965f0   1040.0f0      726.0f0       1 second949 milliseconds
1343    -20.0f0       446.11606f0   845.0f0       726.0f0       1 second934 milliseconds
1344    -55.0f0       458.8393f0    1090.0f0      726.0f0       1 second982 milliseconds
1345    35.0f0        427.36606f0   945.0f0       726.0f0       1 second953 milliseconds
1346    -70.0f0       453.08035f0   890.0f0       726.0f0       1 second957 milliseconds
1347    -100.0f0      429.375f0     980.0f0       726.0f0       1 second954 milliseconds
1348    -100.0f0      444.73215f0   975.0f0       726.0f0       1 second963 milliseconds
1349    -150.0f0      450.58035f0   905.0f0       726.0f0       1 second967 milliseconds
1350    0.0f0         447.85715f0   950.0f0       726.0f0       1 second936 milliseconds
1351    -100.0f0      398.16965f0   830.0f0       726.0f0       1 second964 milliseconds
1352    -50.0f0       451.91965f0   965.0f0       726.0f0       1 second946 milliseconds
1353    60.0f0        463.92856f0   1075.0f0      726.0f0       1 second952 milliseconds
1354    20.0f0        454.6875f0    1015.0f0      726.0f0       1 second962 milliseconds
1355    -95.0f0       456.11606f0   905.0f0       726.0f0       1 second952 milliseconds
1356    -105.0f0      452.5f0       900.0f0       726.0f0       1 second982 milliseconds
1357    40.0f0        411.42856f0   845.0f0       726.0f0       1 second953 milliseconds
1358    -275.0f0      403.5268f0    1100.0f0      726.0f0       1 second959 milliseconds
1359    30.0f0        419.33035f0   805.0f0       726.0f0       1 second963 milliseconds
1360    -35.0f0       397.5f0       915.0f0       726.0f0       1 second961 milliseconds
1361    -120.0f0      424.50894f0   955.0f0       726.0f0       1 second955 milliseconds
1362    -30.0f0       404.10715f0   795.0f0       726.0f0       1 second946 milliseconds
1363    -115.0f0      410.49106f0   1000.0f0      726.0f0       1 second966 milliseconds
1364    30.0f0        408.30356f0   855.0f0       726.0f0       1 second958 milliseconds
1365    -45.0f0       400.17856f0   995.0f0       726.0f0       1 second946 milliseconds
1366    -115.0f0      380.44644f0   930.0f0       726.0f0       1 second936 milliseconds
1367    -125.0f0      397.85715f0   880.0f0       726.0f0       1 second981 milliseconds
1368    -5.0f0        416.29465f0   845.0f0       726.0f0       1 second963 milliseconds
1369    -200.0f0      418.08035f0   1000.0f0      726.0f0       1 second975 milliseconds
1370    -35.0f0       461.11606f0   895.0f0       726.0f0       1 second960 milliseconds
1371    -115.0f0      416.38394f0   965.0f0       726.0f0       1 second955 milliseconds
1372    70.0f0        453.5268f0    1070.0f0      726.0f0       1 second963 milliseconds
1373    10.0f0        419.50894f0   850.0f0       726.0f0       1 second938 milliseconds
1374    -200.0f0      426.07144f0   915.0f0       726.0f0       1 second962 milliseconds
1375    45.0f0        462.54465f0   995.0f0       726.0f0       1 second938 milliseconds
1376    -5.0f0        397.67856f0   980.0f0       726.0f0       1 second957 milliseconds
1377    35.0f0        465.0f0       970.0f0       726.0f0       1 second968 milliseconds
1378    -110.0f0      416.5625f0    1080.0f0      726.0f0       1 second975 milliseconds
1379    -30.0f0       427.67856f0   815.0f0       726.0f0       1 second966 milliseconds
1380    10.0f0        439.19644f0   1020.0f0      726.0f0       1 second958 milliseconds
1381    -20.0f0       450.2232f0    840.0f0       726.0f0       1 second961 milliseconds
1382    -50.0f0       456.1607f0    1145.0f0      726.0f0       1 second937 milliseconds
1383    -255.0f0      439.55356f0   925.0f0       726.0f0       1 second968 milliseconds
1384    25.0f0        451.69644f0   1025.0f0      726.0f0       1 second948 milliseconds
1385    -65.0f0       424.375f0     805.0f0       726.0f0       1 second961 milliseconds
1386    -55.0f0       426.25f0      1050.0f0      726.0f0       1 second957 milliseconds
1387    25.0f0        454.6875f0    990.0f0       726.0f0       1 second961 milliseconds
1388    105.0f0       473.4375f0    1010.0f0      726.0f0       1 second948 milliseconds
1389    -155.0f0      409.4643f0    1055.0f0      726.0f0       1 second931 milliseconds
1390    -180.0f0      422.0982f0    1280.0f0      726.0f0       1 second973 milliseconds
1391    -115.0f0      380.9375f0    955.0f0       726.0f0       1 second948 milliseconds
1392    -10.0f0       410.98215f0   975.0f0       726.0f0       1 second957 milliseconds
1393    5.0f0         460.5357f0    1110.0f0      726.0f0       1 second961 milliseconds
1394    -115.0f0      419.33035f0   1045.0f0      726.0f0       1 second964 milliseconds
1395    -75.0f0       420.66965f0   1170.0f0      726.0f0       1 second959 milliseconds
1396    -20.0f0       415.66965f0   905.0f0       726.0f0       1 second959 milliseconds
1397    -90.0f0       443.79465f0   1035.0f0      726.0f0       1 second974 milliseconds
1398    -70.0f0       415.35715f0   920.0f0       726.0f0       1 second941 milliseconds
1399    -15.0f0       399.24106f0   1010.0f0      726.0f0       1 second961 milliseconds
1400    -205.0f0      446.07144f0   1480.0f0      726.0f0       1 second954 milliseconds
1401    -110.0f0      437.00894f0   935.0f0       726.0f0       1 second953 milliseconds
1402    15.0f0        439.86606f0   885.0f0       726.0f0       1 second966 milliseconds
1403    -25.0f0       457.14285f0   830.0f0       726.0f0       1 second953 milliseconds
1404    85.0f0        449.82144f0   920.0f0       726.0f0       1 second944 milliseconds
1405    -65.0f0       487.76785f0   1110.0f0      726.0f0       1 second935 milliseconds
1406    -55.0f0       402.99106f0   1125.0f0      726.0f0       1 second962 milliseconds
1407    -160.0f0      399.24106f0   980.0f0       726.0f0       1 second937 milliseconds
1408    0.0f0         407.85715f0   955.0f0       726.0f0       1 second960 milliseconds
1409    -85.0f0       434.5982f0    940.0f0       726.0f0       1 second965 milliseconds
1410    -175.0f0      423.92856f0   1010.0f0      726.0f0       1 second948 milliseconds
1411    -85.0f0       438.16965f0   1125.0f0      726.0f0       1 second955 milliseconds
1412    50.0f0        436.1607f0    1040.0f0      726.0f0       1 second959 milliseconds
1413    -60.0f0       442.63394f0   850.0f0       726.0f0       1 second965 milliseconds
1414    -30.0f0       401.51785f0   1045.0f0      726.0f0       1 second952 milliseconds
1415    -120.0f0      441.1607f0    975.0f0       726.0f0       1 second954 milliseconds
1416    -75.0f0       451.51785f0   1295.0f0      726.0f0       1 second956 milliseconds
1417    -10.0f0       445.0893f0    980.0f0       726.0f0       1 second950 milliseconds
1418    -5.0f0        463.08035f0   955.0f0       726.0f0       1 second972 milliseconds
1419    85.0f0        452.67856f0   920.0f0       726.0f0       1 second956 milliseconds
1420    -10.0f0       436.07144f0   950.0f0       726.0f0       1 second955 milliseconds
1421    -110.0f0      455.13394f0   1150.0f0      726.0f0       1 second937 milliseconds
1422    55.0f0        451.7857f0    925.0f0       726.0f0       1 second957 milliseconds
1423    -100.0f0      466.51785f0   955.0f0       726.0f0       1 second940 milliseconds
1424    15.0f0        455.0f0       1010.0f0      726.0f0       1 second966 milliseconds
1425    -70.0f0       444.10715f0   935.0f0       726.0f0       1 second968 milliseconds
1426    100.0f0       474.41965f0   1230.0f0      726.0f0       1 second956 milliseconds
1427    -10.0f0       453.5268f0    965.0f0       726.0f0       1 second959 milliseconds
1428    70.0f0        454.33035f0   1080.0f0      726.0f0       1 second962 milliseconds
1429    -190.0f0      430.8482f0    880.0f0       726.0f0       1 second962 milliseconds
1430    -70.0f0       473.30356f0   930.0f0       726.0f0       1 second936 milliseconds
1431    -35.0f0       450.89285f0   1030.0f0      726.0f0       1 second958 milliseconds
1432    -120.0f0      435.26785f0   1165.0f0      726.0f0       1 second944 milliseconds
1433    -35.0f0       425.7143f0    1175.0f0      726.0f0       1 second958 milliseconds
1434    -5.0f0        452.00894f0   825.0f0       726.0f0       1 second955 milliseconds
1435    -5.0f0        419.19644f0   945.0f0       726.0f0       1 second951 milliseconds
1436    -90.0f0       432.4107f0    940.0f0       726.0f0       1 second967 milliseconds
1437    -15.0f0       460.58035f0   1055.0f0      726.0f0       1 second944 milliseconds
1438    -85.0f0       412.05356f0   930.0f0       726.0f0       1 second959 milliseconds
1439    45.0f0        463.2143f0    1205.0f0      726.0f0       1 second945 milliseconds
1440    -20.0f0       453.75f0      880.0f0       726.0f0       1 second957 milliseconds
1441    55.0f0        442.4107f0    945.0f0       726.0f0       1 second958 milliseconds
1442    -60.0f0       445.66965f0   975.0f0       726.0f0       1 second955 milliseconds
1443    -5.0f0        433.5268f0    1055.0f0      726.0f0       1 second960 milliseconds
1444    -70.0f0       470.89285f0   1055.0f0      726.0f0       1 second956 milliseconds
1445    -100.0f0      437.2768f0    860.0f0       726.0f0       1 second957 milliseconds
1446    75.0f0        426.25f0      820.0f0       726.0f0       1 second945 milliseconds
1447    65.0f0        433.79465f0   1010.0f0      726.0f0       1 second959 milliseconds
1448    -20.0f0       417.9018f0    910.0f0       726.0f0       1 second957 milliseconds
1449    -155.0f0      430.49106f0   1055.0f0      726.0f0       1 second946 milliseconds
1450    40.0f0        469.95535f0   1040.0f0      726.0f0       1 second981 milliseconds
1451    -40.0f0       439.6875f0    1040.0f0      726.0f0       1 second973 milliseconds
1452    -165.0f0      432.8125f0    995.0f0       726.0f0       1 second948 milliseconds
1453    85.0f0        415.26785f0   820.0f0       726.0f0       1 second934 milliseconds
1454    -70.0f0       449.86606f0   1010.0f0      726.0f0       1 second958 milliseconds
1455    -115.0f0      413.125f0     855.0f0       726.0f0       1 second949 milliseconds
1456    55.0f0        441.29465f0   890.0f0       726.0f0       1 second956 milliseconds
1457    -25.0f0       390.04465f0   940.0f0       726.0f0       1 second956 milliseconds
1458    -30.0f0       450.35715f0   855.0f0       726.0f0       1 second953 milliseconds
1459    15.0f0        450.98215f0   955.0f0       726.0f0       1 second970 milliseconds
1460    -100.0f0      433.08035f0   940.0f0       726.0f0       1 second957 milliseconds
1461    25.0f0        398.88394f0   960.0f0       726.0f0       1 second960 milliseconds
1462    -15.0f0       441.51785f0   925.0f0       726.0f0       1 second943 milliseconds
1463    -60.0f0       449.95535f0   1235.0f0      726.0f0       1 second954 milliseconds
1464    20.0f0        420.58035f0   1140.0f0      726.0f0       1 second960 milliseconds
1465    -35.0f0       439.95535f0   1270.0f0      726.0f0       1 second959 milliseconds
1466    5.0f0         429.2857f0    905.0f0       726.0f0       1 second967 milliseconds
1467    -30.0f0       389.55356f0   815.0f0       726.0f0       1 second955 milliseconds
1468    -10.0f0       432.63394f0   1065.0f0      726.0f0       1 second949 milliseconds
1469    40.0f0        420.89285f0   840.0f0       726.0f0       1 second937 milliseconds
1470    -15.0f0       438.8393f0    1045.0f0      726.0f0       1 second965 milliseconds
1471    -45.0f0       396.9643f0    845.0f0       726.0f0       1 second945 milliseconds
1472    -15.0f0       456.3393f0    870.0f0       726.0f0       1 second957 milliseconds
1473    -85.0f0       427.76785f0   980.0f0       726.0f0       1 second970 milliseconds
1474    -40.0f0       443.2143f0    925.0f0       726.0f0       1 second954 milliseconds
1475    -105.0f0      404.41965f0   860.0f0       726.0f0       1 second971 milliseconds
1476    10.0f0        449.41965f0   995.0f0       726.0f0       1 second954 milliseconds
1477    35.0f0        437.4107f0    1060.0f0      726.0f0       1 second956 milliseconds
1478    -100.0f0      445.5357f0    895.0f0       726.0f0       1 second936 milliseconds
1479    -145.0f0      436.74106f0   1020.0f0      726.0f0       1 second965 milliseconds
1480    -50.0f0       429.19644f0   870.0f0       726.0f0       1 second963 milliseconds
1481    50.0f0        423.39285f0   935.0f0       726.0f0       1 second953 milliseconds
1482    65.0f0        432.5f0       1005.0f0      726.0f0       1 second980 milliseconds
1483    -70.0f0       431.9643f0    1240.0f0      726.0f0       1 second957 milliseconds
1484    -110.0f0      413.92856f0   860.0f0       726.0f0       1 second945 milliseconds
1485    25.0f0        425.17856f0   920.0f0       726.0f0       1 second938 milliseconds
1486    -55.0f0       436.11606f0   1265.0f0      726.0f0       1 second966 milliseconds
1487    -75.0f0       413.70535f0   935.0f0       726.0f0       1 second940 milliseconds
1488    -65.0f0       423.61606f0   925.0f0       726.0f0       1 second953 milliseconds
1489    -10.0f0       452.14285f0   1070.0f0      726.0f0       1 second961 milliseconds
1490    20.0f0        433.92856f0   1005.0f0      726.0f0       1 second952 milliseconds
1491    -95.0f0       438.61606f0   975.0f0       726.0f0       1 second954 milliseconds
1492    95.0f0        449.375f0     870.0f0       726.0f0       1 second955 milliseconds
1493    -245.0f0      397.9018f0    960.0f0       726.0f0       1 second958 milliseconds
1494    15.0f0        432.05356f0   895.0f0       726.0f0       1 second945 milliseconds
1495    -5.0f0        476.74106f0   1125.0f0      726.0f0       1 second964 milliseconds
1496    -50.0f0       426.7857f0    915.0f0       726.0f0       1 second954 milliseconds
1497    -95.0f0       427.05356f0   975.0f0       726.0f0       1 second966 milliseconds
1498    -150.0f0      435.04465f0   970.0f0       726.0f0       1 second964 milliseconds
1499    -25.0f0       421.6518f0    895.0f0       726.0f0       1 second950 milliseconds
1500    75.0f0        467.63394f0   1115.0f0      726.0f0       1 second945 milliseconds
1501    30.0f0        435.7143f0    885.0f0       726.0f0       1 second944 milliseconds
1502    -45.0f0       421.29465f0   815.0f0       726.0f0       1 second958 milliseconds
1503    -60.0f0       452.14285f0   975.0f0       726.0f0       1 second962 milliseconds
1504    5.0f0         413.3482f0    985.0f0       726.0f0       1 second977 milliseconds
1505    25.0f0        461.51785f0   945.0f0       726.0f0       1 second965 milliseconds
1506    -10.0f0       424.1518f0    1135.0f0      726.0f0       1 second945 milliseconds
1507    -115.0f0      426.51785f0   965.0f0       726.0f0       1 second957 milliseconds
1508    50.0f0        410.44644f0   920.0f0       726.0f0       1 second956 milliseconds
1509    -40.0f0       442.8125f0    995.0f0       726.0f0       1 second943 milliseconds
1510    70.0f0        474.10715f0   1015.0f0      726.0f0       1 second947 milliseconds
1511    -20.0f0       440.9375f0    1030.0f0      726.0f0       1 second957 milliseconds
1512    -240.0f0      475.75894f0   1220.0f0      726.0f0       1 second959 milliseconds
1513    85.0f0        461.875f0     920.0f0       726.0f0       1 second954 milliseconds
1514    -10.0f0       455.4018f0    1105.0f0      726.0f0       1 second953 milliseconds
1515    5.0f0         438.57144f0   975.0f0       726.0f0       1 second969 milliseconds
1516    -80.0f0       456.4732f0    1105.0f0      726.0f0       1 second945 milliseconds
1517    -40.0f0       428.2143f0    1035.0f0      726.0f0       1 second954 milliseconds
1518    -190.0f0      480.13394f0   1105.0f0      726.0f0       1 second963 milliseconds
1519    -75.0f0       450.35715f0   955.0f0       726.0f0       1 second950 milliseconds
1520    45.0f0        449.5982f0    1080.0f0      726.0f0       1 second953 milliseconds
1521    -20.0f0       450.2232f0    820.0f0       726.0f0       1 second974 milliseconds
1522    -100.0f0      428.75f0      895.0f0       726.0f0       1 second954 milliseconds
1523    30.0f0        455.7143f0    990.0f0       726.0f0       1 second961 milliseconds
1524    -100.0f0      465.44644f0   1030.0f0      726.0f0       1 second952 milliseconds
1525    30.0f0        433.25894f0   975.0f0       726.0f0       1 second956 milliseconds
1526    -100.0f0      443.48215f0   965.0f0       726.0f0       1 second955 milliseconds
1527    -70.0f0       448.39285f0   1075.0f0      726.0f0       1 second980 milliseconds
1528    -140.0f0      425.80356f0   920.0f0       726.0f0       1 second963 milliseconds
1529    -115.0f0      422.2768f0    1100.0f0      726.0f0       1 second971 milliseconds
1530    -50.0f0       436.83035f0   915.0f0       726.0f0       1 second953 milliseconds
1531    -70.0f0       400.89285f0   1035.0f0      726.0f0       1 second950 milliseconds
1532    -125.0f0      409.64285f0   970.0f0       726.0f0       1 second963 milliseconds
1533    -35.0f0       406.69644f0   1000.0f0      726.0f0       1 second951 milliseconds
1534    -290.0f0      398.57144f0   1030.0f0      726.0f0       1 second957 milliseconds
1535    -90.0f0       439.01785f0   1105.0f0      726.0f0       1 second936 milliseconds
1536    15.0f0        462.45535f0   955.0f0       726.0f0       1 second954 milliseconds
1537    25.0f0        454.50894f0   940.0f0       726.0f0       1 second956 milliseconds
1538    -15.0f0       429.24106f0   985.0f0       726.0f0       1 second960 milliseconds
1539    -105.0f0      429.82144f0   960.0f0       726.0f0       1 second953 milliseconds
1540    10.0f0        411.6518f0    830.0f0       726.0f0       1 second964 milliseconds
1541    -10.0f0       437.00894f0   1075.0f0      726.0f0       1 second943 milliseconds
1542    10.0f0        417.63394f0   1145.0f0      726.0f0       1 second969 milliseconds
1543    -85.0f0       433.75f0      895.0f0       726.0f0       1 second961 milliseconds
1544    25.0f0        434.95535f0   1070.0f0      727.0f0       1 second943 milliseconds
1545    -70.0f0       424.5982f0    910.0f0       727.0f0       1 second950 milliseconds
1546    -165.0f0      407.1875f0    935.0f0       727.0f0       1 second959 milliseconds
1547    -5.0f0        443.8393f0    900.0f0       727.0f0       1 second957 milliseconds
1548    -165.0f0      450.0f0       1050.0f0      727.0f0       1 second954 milliseconds
1549    -60.0f0       448.57144f0   1305.0f0      727.0f0       1 second947 milliseconds
1550    40.0f0        464.4643f0    865.0f0       727.0f0       1 second967 milliseconds
1551    -95.0f0       423.9732f0    885.0f0       727.0f0       1 second937 milliseconds
1552    40.0f0        453.125f0     995.0f0       727.0f0       1 second953 milliseconds
1553    -155.0f0      460.49106f0   920.0f0       727.0f0       1 second937 milliseconds
1554    -175.0f0      428.08035f0   885.0f0       727.0f0       1 second966 milliseconds
1555    -145.0f0      427.0982f0    955.0f0       727.0f0       1 second954 milliseconds
1556    -90.0f0       433.9732f0    950.0f0       727.0f0       1 second959 milliseconds
1557    -65.0f0       441.29465f0   895.0f0       727.0f0       1 second955 milliseconds
1558    45.0f0        449.24106f0   1045.0f0      727.0f0       1 second966 milliseconds
1559    -45.0f0       422.9018f0    895.0f0       727.0f0       1 second961 milliseconds
1560    -45.0f0       458.08035f0   1015.0f0      727.0f0       1 second937 milliseconds
1561    0.0f0         442.1875f0    975.0f0       727.0f0       1 second955 milliseconds
1562    -100.0f0      458.88394f0   1060.0f0      727.0f0       1 second941 milliseconds
1563    -45.0f0       462.23215f0   940.0f0       727.0f0       1 second977 milliseconds
1564    -60.0f0       496.0268f0    1000.0f0      727.0f0       1 second974 milliseconds
1565    -70.0f0       449.41965f0   1020.0f0      727.0f0       1 second972 milliseconds
1566    30.0f0        455.17856f0   1130.0f0      727.0f0       1 second940 milliseconds
1567    5.0f0         424.0625f0    1075.0f0      727.0f0       1 second934 milliseconds
1568    -25.0f0       422.76785f0   875.0f0       727.0f0       1 second957 milliseconds
1569    -10.0f0       457.5f0       900.0f0       727.0f0       1 second937 milliseconds
1570    -185.0f0      485.66965f0   1010.0f0      727.0f0       1 second953 milliseconds
1571    -65.0f0       454.1518f0    1245.0f0      727.0f0       1 second965 milliseconds
1572    85.0f0        469.82144f0   1025.0f0      727.0f0       1 second962 milliseconds
1573    85.0f0        478.6607f0    1125.0f0      727.0f0       1 second957 milliseconds
1574    -210.0f0      450.2232f0    1070.0f0      727.0f0       1 second964 milliseconds
1575    0.0f0         432.4107f0    895.0f0       727.0f0       1 second961 milliseconds
1576    90.0f0        458.5268f0    885.0f0       727.0f0       1 second939 milliseconds
1577    100.0f0       445.89285f0   1000.0f0      727.0f0       1 second966 milliseconds
1578    60.0f0        458.6607f0    930.0f0       727.0f0       1 second949 milliseconds
1579    -60.0f0       449.0625f0    940.0f0       727.0f0       1 second953 milliseconds
1580    -25.0f0       475.35715f0   965.0f0       727.0f0       1 second985 milliseconds
1581    55.0f0        433.92856f0   995.0f0       727.0f0       1 second951 milliseconds
1582    -5.0f0        469.64285f0   1045.0f0      727.0f0       1 second955 milliseconds
1583    90.0f0        465.58035f0   930.0f0       727.0f0       1 second952 milliseconds
1584    -50.0f0       440.17856f0   960.0f0       727.0f0       1 second955 milliseconds
1585    -170.0f0      457.05356f0   1230.0f0      727.0f0       1 second933 milliseconds
1586    -5.0f0        439.95535f0   1145.0f0      727.0f0       1 second975 milliseconds
1587    50.0f0        459.7768f0    895.0f0       727.0f0       1 second970 milliseconds
1588    -75.0f0       420.0f0       960.0f0       727.0f0       1 second963 milliseconds
1589    75.0f0        462.4107f0    865.0f0       727.0f0       1 second966 milliseconds
1590    -105.0f0      448.25894f0   950.0f0       727.0f0       1 second951 milliseconds
1591    -75.0f0       496.42856f0   1110.0f0      727.0f0       1 second941 milliseconds
1592    0.0f0         461.25f0      965.0f0       727.0f0       1 second937 milliseconds
1593    25.0f0        459.24106f0   1020.0f0      727.0f0       1 second964 milliseconds
1594    -120.0f0      453.39285f0   975.0f0       727.0f0       1 second939 milliseconds
1595    45.0f0        447.76785f0   1020.0f0      727.0f0       1 second973 milliseconds
1596    -85.0f0       465.58035f0   1000.0f0      727.0f0       1 second958 milliseconds
1597    30.0f0        467.99106f0   1080.0f0      727.0f0       1 second950 milliseconds
1598    -65.0f0       458.25894f0   930.0f0       727.0f0       1 second968 milliseconds
1599    25.0f0        448.0357f0    1060.0f0      727.0f0       1 second950 milliseconds
1600    70.0f0        460.80356f0   1085.0f0      727.0f0       1 second944 milliseconds
1601    105.0f0       506.5625f0    1230.0f0      727.0f0       1 second933 milliseconds
1602    -145.0f0      462.5893f0    940.0f0       727.0f0       1 second965 milliseconds
1603    10.0f0        455.89285f0   1010.0f0      727.0f0       1 second939 milliseconds
1604    -80.0f0       427.14285f0   1120.0f0      727.0f0       1 second963 milliseconds
1605    10.0f0        443.0357f0    1060.0f0      727.0f0       1 second954 milliseconds
1606    -65.0f0       430.13394f0   990.0f0       727.0f0       1 second952 milliseconds
1607    -5.0f0        450.9375f0    1100.0f0      727.0f0       1 second959 milliseconds
1608    -95.0f0       465.89285f0   985.0f0       727.0f0       1 second957 milliseconds
1609    -35.0f0       446.51785f0   945.0f0       727.0f0       1 second980 milliseconds
1610    -165.0f0      457.1875f0    975.0f0       727.0f0       1 second967 milliseconds
1611    -15.0f0       482.67856f0   950.0f0       727.0f0       1 second981 milliseconds
1612    -25.0f0       441.9643f0    1030.0f0      727.0f0       1 second966 milliseconds
1613    85.0f0        441.9643f0    860.0f0       727.0f0       1 second994 milliseconds
1614    -95.0f0       423.30356f0   915.0f0       727.0f0       1 second988 milliseconds
1615    55.0f0        465.80356f0   880.0f0       727.0f0       1 second971 milliseconds
1616    -300.0f0      467.67856f0   935.0f0       727.0f0       1 second977 milliseconds
1617    -10.0f0       448.30356f0   1005.0f0      727.0f0       1 second961 milliseconds
1618    65.0f0        469.73215f0   1150.0f0      727.0f0       1 second960 milliseconds
1619    -145.0f0      445.4018f0    980.0f0       727.0f0       1 second934 milliseconds
1620    -100.0f0      449.5982f0    985.0f0       727.0f0       1 second976 milliseconds
1621    40.0f0        438.25894f0   950.0f0       727.0f0       1 second957 milliseconds
1622    60.0f0        414.19644f0   890.0f0       727.0f0       1 second951 milliseconds
1623    -100.0f0      454.4643f0    1130.0f0      727.0f0       1 second951 milliseconds
1624    -150.0f0      448.48215f0   1350.0f0      727.0f0       1 second981 milliseconds
1625    -75.0f0       459.1518f0    1025.0f0      727.0f0       1 second946 milliseconds
1626    10.0f0        462.99106f0   940.0f0       727.0f0       1 second933 milliseconds
1627    -110.0f0      457.36606f0   1020.0f0      727.0f0       1 second953 milliseconds
1628    -85.0f0       463.5268f0    1015.0f0      727.0f0       1 second942 milliseconds
1629    35.0f0        468.0357f0    1090.0f0      727.0f0       1 second955 milliseconds
1630    -125.0f0      466.91965f0   960.0f0       727.0f0       1 second962 milliseconds
1631    40.0f0        450.35715f0   985.0f0       727.0f0       1 second954 milliseconds
1632    -15.0f0       420.75894f0   980.0f0       727.0f0       1 second967 milliseconds
1633    30.0f0        455.9375f0    1080.0f0      727.0f0       1 second957 milliseconds
1634    -60.0f0       408.16965f0   865.0f0       727.0f0       1 second977 milliseconds
1635    -75.0f0       431.51785f0   930.0f0       727.0f0       1 second938 milliseconds
1636    45.0f0        422.5f0       980.0f0       727.0f0       1 second960 milliseconds
1637    25.0f0        436.83035f0   1090.0f0      727.0f0       1 second941 milliseconds
1638    -130.0f0      444.73215f0   1225.0f0      727.0f0       1 second957 milliseconds
1639    -40.0f0       444.95535f0   945.0f0       727.0f0       1 second961 milliseconds
1640    -45.0f0       422.36606f0   985.0f0       727.0f0       1 second949 milliseconds
1641    -20.0f0       408.08035f0   1035.0f0      727.0f0       1 second953 milliseconds
1642    10.0f0        452.99106f0   955.0f0       727.0f0       1 second958 milliseconds
1643    0.0f0         438.39285f0   1000.0f0      727.0f0       1 second995 milliseconds
1644    -35.0f0       406.1607f0    895.0f0       727.0f0       1 second941 milliseconds
1645    45.0f0        430.17856f0   1050.0f0      727.0f0       1 second958 milliseconds
1646    5.0f0         433.25894f0   915.0f0       727.0f0       1 second944 milliseconds
1647    -140.0f0      460.5357f0    955.0f0       727.0f0       1 second959 milliseconds
1648    5.0f0         448.92856f0   950.0f0       727.0f0       1 second964 milliseconds
1649    30.0f0        442.85715f0   960.0f0       727.0f0       1 second954 milliseconds
1650    -25.0f0       443.0357f0    950.0f0       727.0f0       1 second948 milliseconds
1651    15.0f0        441.4732f0    835.0f0       727.0f0       1 second936 milliseconds
1652    -110.0f0      477.14285f0   1030.0f0      727.0f0       1 second957 milliseconds
1653    5.0f0         434.82144f0   965.0f0       727.0f0       1 second936 milliseconds
1654    0.0f0         420.625f0     1060.0f0      727.0f0       1 second957 milliseconds
1655    75.0f0        422.99106f0   985.0f0       727.0f0       1 second967 milliseconds
